"","BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
"1584",NA,5450,NA,6242,"CIP 763644","","",-10.6639,-75.2133,2500,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
"1585",NA,5451,NA,6243,"CIP 761028","","",-11.5103,-74.8208,2376,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
"1586",NA,5452,NA,6244,"CIP 761533","","",-12.9103,-74.0214,3000,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
"1587",NA,5453,NA,6245,"CIP 762848","","",-13.1794,-72.5417,2836,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
"1588",NA,5455,NA,6247,"CIP 765894","","",-13.0656,-72.4048,2451,"laxissimum","laxissimum","tuberous","germplasm",NA,"SŠrkinen","",""
"1589",NA,5456,NA,6248,"CIP 760350","","",-13.16,-71.5933,2522,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
"1590",NA,5458,NA,6250,"CIP 761685","","",-12.1061,-72.9206,2800,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
"1591",NA,5462,NA,6254,"53739","","",-10.65983,-75.32217,2300,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1592",NA,5463,NA,6255,"71699","","",-11.3335,-73.3828,2090,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1593",NA,5464,NA,6256,"81577","","",-14.2,-71.35,1200,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1594",NA,5465,NA,6257,"94597","","",-9.25,-76.5,2000,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1595",NA,5466,NA,6258,"93477","","",-13.93333,-74.66667,3000,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1596",NA,5469,NA,6261,"71697","","",-10.31,-75.2,2610,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1597",NA,5470,NA,6262,"75274","","",-10.287,-75.5175,1790,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1598",NA,5471,NA,6263,"95325","","",-12.43333,-73.06667,2500,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1599",NA,5472,NA,6264,"94493","","",-10.75,-75.51667,2600,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1600",NA,5473,NA,6265,"71695","","",-9.728328,-76.09157,2700,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1601",NA,5474,NA,6266,"82371","","",-13.25,-72.3333,3000,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1602",NA,5475,NA,6267,"75284","","",-11.173,-74.65533,1200,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1603",NA,5476,NA,6268,"81653","","",-9.36667,-75.8833,2600,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1604",NA,5477,NA,6269,"81734","","",-11.3833,-75.4,3380,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1605",NA,5479,NA,6271,"93549","","",-13.16667,-71.41667,2600,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1606",NA,5480,NA,6272,"94492","","",-14.21667,-72.08333,3000,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1607",NA,5482,NA,6274,"92374","","",-11.05,-75.3,1700,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1608",NA,5483,NA,6275,"92812","","",-12.81667,-72.73333,2800,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1609",NA,5484,NA,6276,"81941","","",-12.9167,-73.8333,3200,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1610",NA,5485,NA,6277,"92573","","",-9.9167,-76.2333,3000,"laxissimum","laxissimum","tuberous","wild",NA,"SŠrkinen","",""
"1611",NA,5486,NA,6278,"PI 195168","","",-13.333333,-71.5,NA,"laxissimum","laxissimum","tuberous","germplasm",24,"SŠrkinen","",""
