"","BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
"4033",96930,17341,NA,NA,NA,"Särkinen, T","0.4.2020",-24.92625,-70.48702,0,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","CHL","Chile"
"4034",1249,17342,NA,NA,NA,"Bennett, JR","0.4.2006",-12.952167,-76.438167,320,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4035",1284,17343,NA,NA,NA,"Bennett, JR","0.4.2006",-15.766667,-74.2,200,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4036",1285,17344,NA,NA,NA,"Bennett, JR","0.4.2006",-11.766667,-77.166667,0,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4037",1287,17345,NA,NA,NA,"Bennett, JR","0.4.2006",-11.333333,-77.5,300,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4038",1288,17346,NA,NA,NA,NA,"0.0.0",-16.983333,-71.8,900,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4039",1289,17347,NA,NA,NA,"Bennett, JR","0.10.2005",-7.983333,-79.1,550,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4040",1292,17348,NA,NA,NA,NA,"0.0.0",-17.721769,-70.817981,850,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4041",1293,17349,NA,NA,NA,"Ugent, D","0.0.1967",-17.016667,-71.916667,175,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4042",1297,17350,NA,NA,NA,"Bennett, JR","0.4.2006",-9.55,-78.333333,450,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4043",1311,17351,NA,NA,NA,NA,"0.0.0",-18.05,-70.283333,650,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4044",1313,17352,NA,NA,NA,"Bennett, JR","0.4.2006",-12.02039,-76.886286,100,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4045",1314,17353,NA,NA,NA,"Bennett, JR","0.4.2006",-12.383333,-76.783333,121,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4046",1322,17354,NA,NA,NA,"Bennett, JR","0.4.2006",-11.55,-77.266667,160,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4047",1330,17355,NA,NA,NA,NA,"0.0.0",-10.333333,-77.916667,330,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4048",1345,17356,NA,NA,NA,"Bennett, JR","0.10.2005",-17.016667,-71.7,700,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4049",1346,17357,NA,NA,NA,"Nee, M","0.0.2000",-15.75,-74.333333,500,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4050",1356,17358,NA,NA,NA,"Bennett, JR","0.4.2006",-12.166667,-77.033333,200,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4051",1357,17359,NA,NA,NA,"Bennett, JR","0.4.2006",-10.2,-78.05,0,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4052",9962,17360,NA,NA,NA,"Bennett, JR","0.10.2005",-16.2,-73.616667,150,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4053",10140,17361,NA,NA,NA,NA,"0.0.0",-9.847379,-78.180058,330,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4054",10141,17362,NA,NA,NA,"Bennett, JR","0.10.2005",-11.35,-77.383333,150,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4055",10142,17363,NA,NA,NA,"Bennett, JR","0.10.2005",-17.994966,-70.880415,10,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4056",10149,17364,NA,NA,NA,"Bennett, JR","0.10.2005",-10.7,-77.783333,250,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4057",10150,17365,NA,NA,NA,"Bennett, JR","0.10.2005",-11.366667,-76.75,0,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4058",10154,17366,NA,NA,NA,"Bennett, JR","0.10.2005",-10.2,-77.55,360,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4059",10155,17367,NA,NA,NA,NA,"0.0.0",-17.786184,-70.484614,530,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
"4060",10156,17368,NA,NA,NA,"Bennett, JR","0.10.2005",-17.383333,-70.483333,1000,"multifidum","multifidum","nongeophyte",NA,NA,"GagnOl","PER","Peru"
