"","BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
"3137",1643,11039,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-4.042545,-79.64195,900,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3138",2006,11040,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-4.158717,-79.553752,2250,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3139",2010,11041,NA,NA,NA,"Knapp, S","0.0.2006",-2.200977,-78.840782,2300,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3140",2251,11042,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-1.400069,-78.42663,1829,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3141",2273,11043,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.023038,-78.73833,2500,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3142",2376,11044,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.283372,-78.97659,1219,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3143",2525,11046,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.120586,-78.504469,2500,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3144",2529,11047,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-4.101283,-79.389905,2250,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3145",3189,11048,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.152701,-79.984991,400,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3146",3255,11049,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-3.55,-79.233333,2100,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3147",4688,11050,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.121435,-79.53551,0,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3148",4926,11051,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-3.95,-79.3,2000,"habrochaites","habrochaites","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
