"","BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
"3957",115641,13264,NA,NA,NA,"Orejuela, A","30.7.2012",1.711853,-75.63369,350,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","COL","Colombia"
"3958",161785,13265,NA,NA,NA,"Knapp, S","0.12.2009",1.436833,-75.88175,391,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","COL","Colombia"
"3959",118630,13266,NA,NA,NA,"Knapp, S","0.11.2016",-0.633333,-76.5,200,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3960",26903,13267,NA,NA,NA,"Knapp, S; Helgason, T","0.0.1996",-0.25,-76.35,300,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3961",71774,13268,NA,NA,NA,"Knapp, S","0.0.2013",-4.248333,-78.65944,0,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3962",74203,13269,NA,NA,NA,"Bohs, L","0.6.2006",-0.636306,-76.14936,200,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3963",97788,13270,NA,NA,NA,"Bohs, L","0.0.1997",-0.725,-77.605,1200,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
"3964",128592,13271,NA,NA,NA,"Knapp, S","0.5.2017",-13.11167,-71.60728,3020,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3965",139641,13272,NA,NA,NA,"Knapp, S","0.11.2018",-9.166389,-75.79222,1500,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3966",139715,13273,NA,NA,NA,"Knapp, S","0.11.2018",-12.54806,-75.35639,2619,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3967",21850,13274,NA,NA,NA,"Knapp, S","0.9.2008",-10.748223,-75.058405,1200,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3968",23423,13275,NA,NA,NA,"Knapp, S; Helgason, T","0.0.1996",-8.257518,-76.488714,400,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3969",23425,13276,NA,NA,NA,"Knapp, S; Helgason, T","0.0.1996",-6.45,-76.316667,750,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3970",26355,13277,NA,NA,NA,"Knapp, S","0.0.2007",-8.152167,-74.258,150,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3971",32972,13278,NA,NA,NA,"Knapp, S","0.9.2008",-8.123161,-76.598807,500,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3972",33260,13279,NA,NA,NA,"Knapp, S","0.9.2008",-10.35,-75.166667,380,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3973",33634,13280,NA,NA,NA,"Knapp, S","0.9.2008",-8.033333,-73.916667,300,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3974",34786,13281,NA,NA,NA,"Knapp, S","0.0.2013",-13.128588,-72.544757,2560,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3975",57334,13282,NA,NA,NA,"Knapp, S","0.8.2011",-10.2,-75.25,340,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3976",65149,13283,NA,NA,NA,"Knapp, S","0.2.2012",-10.37467,-75.0765,420,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3977",73492,13284,NA,NA,NA,"Nee, M","0.0.2007",-9.02,-75.32,300,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
"3978",74753,13285,NA,NA,NA,"Knapp, S","0.2.2014",-10.29317,-75.60583,2200,"uleanum","uleanum","nongeophyte",NA,NA,"Potato","PER","Peru"
