"","V1","V2"
"101",0.662638969410768,1.35213200752557
"102",0.72920144599248,1.28365760573357
"103",0.767288056610886,1.26255097246922
"104",0.757089296640755,1.22611842987514
"105",0.783540887057146,1.22980812875386
"106",0.748671113406999,1.14802417922436
"107",0.76041671909337,1.13338532386426
"108",0.739232951023676,1.04080828780144
"109",0.782305955984719,1.04805370551971
"110",0.769881491152884,0.962613759027547
"111",0.771268514180919,0.959633711706691
"112",0.772914914338265,0.95139646214719
"113",0.765956430849209,0.950259804811877
"114",0.727123778876262,0.900654110698238
"115",0.730090562491942,0.896979540433098
"116",0.728538935257291,0.858133007921697
"117",0.759294920812719,0.948684167815805
"118",0.754728431737222,0.939635552192079
"119",0.774849519678543,0.968777958093762
"120",0.81879015251554,0.982811454446535
"121",0.825052434546044,0.980315035634514
"122",0.76731472559367,0.97858066997678
"123",0.792169050988077,0.918469411739255
"124",0.793424961779173,0.927193112841472
"125",0.793213037158474,0.929700882673749
"126",0.791994860933751,0.928567634026799
"127",0.796604525776948,0.931612530234218
"128",0.794475312425018,0.934105002187903
"129",0.792414544757155,0.91382407574663
"130",0.789337361804168,0.913564240986182
"131",0.784551527819222,0.917829143958853
"132",0.779479594525971,0.909889399479661
"133",0.779246021912622,0.910981367131891
"134",0.777777168681339,0.915117825629265
"135",0.76813073242152,0.910731465950845
"136",0.787934010413657,0.919113706983601
"137",0.774659865996158,0.924575194758143
"138",0.769002123762852,0.859500331396949
"139",0.770172586611264,0.849570104941012
"140",0.768236957603694,0.842540986516132
"141",0.764236797559153,0.829044422893353
"142",0.767301475429476,0.842814516038779
"143",0.766368443411347,0.849166477993374
"144",0.80202338020796,0.858852727009072
"145",0.765966399484802,0.933006760204656
"146",0.800482520768635,0.872113185301684
"147",0.807037852591918,1.07044748201498
"148",0.845943226274251,1.04904227800645
"149",0.856523153154307,1.04267335396634
"150",0.843682275417179,1.04740150218647
"151",0.865166148643133,1.04776297855261
"152",0.883457089485768,1.05840455537661
"153",0.888399890325575,1.05996856861101
"154",0.898996810858843,1.07341833425585
"155",1.0163756328791,1.15349236643181
"156",0.860506979952068,1.05312889808243
"157",0.841950481536543,1.05387213275644
"158",0.831850308336014,1.06547203122623
"159",0.70710969942811,1.00656292042539
"160",0.664148796681775,0.993725729411329
"161",0.68702935605936,0.949204088540172
"162",0.688801855783077,0.94604669240094
"163",0.767373695018188,1.01557651452621
"164",0.596986755492944,0.818382699031885
"165",0.707755884473014,0.855467137087335
"166",0.704441388831135,0.835948829700197
"167",0.711800865122747,0.848940071022677
"168",0.69616938773524,0.828263991136924
"169",0.682617356885338,0.805550640608379
"170",0.962591516494472,1.23323777262786
"171",1.0131326258139,1.24643795238947
"172",0.991986449987596,1.18167020738863
"173",0.972001589623611,1.11299801290043
"174",1.05616055686369,1.14612496808915
"175",0.968145346305192,1.15970051480771
"176",0.734551820612686,0.89960020553817
"177",0.837579258244136,1.32641486051015
"178",1.11991431143979,1.32700738226745
"179",1.11923091415948,1.32535625481393
"180",1.12905965012902,1.32907357967742
"181",1.12012116978836,1.28802300753804
"182",0.629689484132623,0.947794417745078
"183",0.564147021197873,0.854518904586502
"184",0.685229633371343,0.963564313054921
"185",0.731650204714144,0.996967560507877
"186",0.869418736693168,1.34203168534801
"187",0.924285225694205,1.35230924668221
"188",0.990951719112328,1.3435582018723
"189",1.00008892166696,1.33991492577076
"190",1.02614165046915,1.27489195614625
"191",1.03985346640284,1.2796408838497
"192",1.03056982852123,1.34908618746748
"193",1.05390763020655,1.35179940216148
"194",1.10222675250399,1.34396548801799
"195",0.935157022858377,1.31069314428775
"196",0.890143200371272,1.12827154448145
"197",0.877580970142834,1.07195588811655
"198",0.714763529165811,1.30638278760382
"199",0.755654456433668,1.10646589892366
