"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade"
NA,762,NA,762,"PI 472686","","",-22.116667,-65.466667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,765,NA,765,"PI 472692","","",-23.666667,-63.4,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,771,NA,771,"PI 472719","","",-23.166667,-64.95,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,772,NA,772,"PI 472720","","",-23.183333,-65.05,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,781,NA,781,"PI 472779","","",-23.1,-65.166667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,795,NA,795,"PI 473319","","",-19.333333,-65.166667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,796,NA,796,"PI 473320","","",-19.633333,-65.066667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,797,NA,797,"PI 473322","","",-21.516667,-65.05,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,799,NA,799,"PI 473325","","",-17.033333,-68.85,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,801,NA,801,"PI 473327","","",-15.3,-69.966667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,805,NA,805,"PI 473484","","",-15.2,-71.766667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,811,NA,811,"PI 473513","","",-13.516667,-71.983333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,815,NA,815,"PI 498066","","",-19.6,-65.95,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,816,NA,816,"PI 498081","","",-17.233333,-66.05,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,819,NA,819,"PI 498178","","",-14.566667,-73.783333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,828,NA,828,"PI 498188","","",-21.45,-65.716667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,833,NA,833,"PI 498197","","",-7.466667,-76.616667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,835,NA,835,"PI 498297","","",-13.533333,-72.45,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,837,NA,837,"PI 545837","","",-17.416667,-66.833333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,841,NA,841,"PI 545841","","",-21.133333,-65.8,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,842,NA,842,"PI 545842","","",-19.533333,-65.733333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,849,NA,849,"PI 545937","","",-17.033333,-67.85,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,851,NA,851,"PI 545942","","",-15.716667,-68.85,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,853,NA,853,"PI 545944","","",-17.333333,-67.383333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,855,NA,855,"PI 545946","","",-17.966667,-66.933333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,857,NA,857,"PI 545952","","",-17.783333,-66.816667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,858,NA,858,"PI 545954","","",-19.516667,-64.683333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,861,NA,861,"PI 558024","","",-24.1,-65.666667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","","3.05","FCM","NA","NA"
NA,933,NA,948,"PI 275132","","",-23.716667,-65.283333,NA,"aemulans_48","aemulans","tuberous","germplasm",48,"SŠrkinen","","","3.24","FCM","NA","NA"
NA,934,NA,949,"PI 275133","","",-28.966667,-67.7,NA,"aemulans_48","aemulans","tuberous","germplasm",48,"SŠrkinen","","","3.24","FCM","NA","NA"
NA,935,NA,950,"PI 472794","","",-23.583333,-65.2,NA,"aemulans_48","aemulans","tuberous","germplasm",48,"SŠrkinen","","","3.24","FCM","NA","NA"
NA,1053,NA,1270,"CIP 762818","","",-2.5608,-78.005,621,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1056,NA,1273,"CIP 762806","","",-0.6353,-77.72,2650,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1057,NA,1274,"CIP 764057","","",1.2167,-77.2667,NA,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1058,NA,1275,"CIP 762677","","",1.2192,-76.9561,2086,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1059,NA,1276,"CIP 763108","","",2.385,-76.8558,NA,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1158,NA,1375,"567813","","",1.545452,-77.1175,NA,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1159,NA,1376,"567819","","",0.642858,-77.668447,NA,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1163,NA,1380,"597668","","",0.766274,-76.582947,NA,"andreanum_24","andreanum","tuberous","germplasm",24,"SŠrkinen","","","1.8","FCM","NA","NA"
NA,1064,NA,1281,"CIP 762800","","",-2.0136,-78.9272,3770,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1065,NA,1282,"CIP 762798","","",-1.6333,-78.8725,3725,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1066,NA,1283,"CIP 762816","","",-2.005,-78.6892,3600,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1067,NA,1284,"CIP 761161","","",-1.2558,-78.6094,3550,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1070,NA,1287,"CIP 763798","","",-0.6167,-78.5667,2786,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1075,NA,1292,"CIP 761608","","",-0.7833,-78.4833,3582,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1076,NA,1293,"CIP 761595","","",-1.8333,-78.4167,3944,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1077,NA,1294,"CIP 763776","","",-2.7167,-78.25,621,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1078,NA,1295,"CIP 762787","","",-0.0033,-78.0622,3450,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1080,NA,1297,"CIP 761597","","",-1.6167,-76.7967,3200,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1085,NA,1302,"CIP 761834","","",-0.0167,-78.45,2536,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1086,NA,1303,"CIP 763795","","",-0.3,-78.2667,2439,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1088,NA,1305,"CIP 762804","","",-0.8,-77.7167,2939,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1090,NA,1307,"CIP 762711","","",1.0833,-77.6,2973,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1166,NA,1383,"PI 246971","","",-1.616667,-79,NA,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1170,NA,1387,"PI 498177","","",0.9,-77.783333,NA,"andreanum_48","andreanum","tuberous","germplasm",48,"SŠrkinen","","","3.57","FCM","NA","NA"
NA,1438,NA,2004,"CIP 761393","","",-17.925,-65.4689,2300,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1439,NA,2005,"CIP 761394","","",-17.9331,-65.1669,2266,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1442,NA,2008,"CIP 760424","","",-18.1667,-65.1667,2293,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1447,NA,2013,"CIP 760471","","",-17.7072,-65.15,3004,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1450,NA,2016,"CIP 764189","","",-20.4167,-65.1333,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1451,NA,2017,"CIP 762310","","",-17.7333,-64.8667,2367,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1453,NA,2019,"CIP 760468","","",-19.9561,-64.4769,2100,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1462,NA,2028,"CIP 761812","","",-14.2233,-73.0153,3545,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1464,NA,2030,"CIP 762928","","",-12.445,-74.7811,3345,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1466,NA,2032,"CIP 762926","","",-12.4061,-74.6619,2989,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1467,NA,2033,"CIP 763146","","",-15.6667,-69.1333,4215,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1468,NA,2034,"CIP 762304","","",-16.8897,-67.1492,3042,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1469,NA,2035,"CIP 763145","","",-17.8833,-66.5333,3631,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1471,NA,2037,"CIP 760245","","",-17.4,-66.2831,2549,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1476,NA,2042,"CIP 763144","","",-17.3833,-66.15,2583,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1478,NA,2044,"CIP 760461","","",-17.3833,-66.0333,2846,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1480,NA,2046,"CIP 763095","","",-19.5836,-65.7531,3324,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1481,NA,2047,"CIP 761074","","",-18.9833,-65.3667,3133,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1482,NA,2048,"CIP 762364","","",-13.1556,-73.1317,3700,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1488,NA,2054,"CIP 761667","","",-13.4978,-72.8928,3068,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1495,NA,2061,"CIP 764198","","",-13.5728,-72.6267,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1498,NA,2064,"CIP 761810","","",-13.5072,-72.5325,2881,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1500,NA,2066,"CIP 761689","","",-13.2031,-72.5028,3700,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1510,NA,2076,"CIP 761728","","",-13.7453,-72.3558,3404,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1511,NA,2077,"CIP 761729","","",-13.6128,-72.2722,3600,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1516,NA,2082,"CIP 762363","","",-13.2739,-72.2236,2972,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1517,NA,2083,"CIP 761715","","",-13.9172,-72.2133,3600,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1519,NA,2085,"CIP 761736","","",-14.3414,-71.9292,3945,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1522,NA,2088,"CIP 764230","","",-24.7667,-65.7333,2320,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1526,NA,2092,"CIP 763702","","",-24.2967,-64.8203,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1528,NA,2094,"CIP 761701","","",-14.2014,-72.9214,4500,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1529,NA,2095,"CIP 761712","","",-14.5181,-72.7503,3550,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1530,NA,2096,"CIP 761766","","",-13.8875,-72.6397,4162,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1533,NA,2099,"CIP 761765","","",-14.2125,-72.5667,3800,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1536,NA,2102,"CIP 761679","","",-13.8858,-71.4383,3500,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1538,NA,2104,"CIP 761156","","",-15.8392,-70.0292,3856,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1539,NA,2105,"CIP 762490","","",-16.1833,-69.0833,4006,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1540,NA,2106,"CIP 760333","","",-16.5647,-69.0408,3824,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1541,NA,2107,"CIP 760598","","",-16.2333,-68.85,4002,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1542,NA,2108,"CIP 760328","","",-17.2667,-68.7167,3884,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1545,NA,2111,"CIP 760805","","",-16.6833,-68.0333,2923,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1546,NA,2112,"CIP 763061","","",-23.9433,-67.9739,4368,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1548,NA,2114,"CIP 760895","","",-18.6,-66.9167,3720,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1550,NA,2116,"CIP 763148","","",-18.1667,-66.4333,3684,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1553,NA,2119,"CIP 763087","","",-19.7939,-65.5028,3278,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1554,NA,2120,"CIP 763139","","",-23.85,-65.4667,2099,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1557,NA,2123,"CIP 760684","","",-23.5667,-65.3333,3660,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1558,NA,2124,"CIP 763022","","",-19.0431,-65.2592,3200,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1561,NA,2127,"CIP 760673","","",-22.7972,-64.9094,3250,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1566,NA,2132,"CIP 762555","","",-13.2369,-72.3181,2700,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1573,NA,2139,"CIP 762361","","",-13.245,-72.1317,3000,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1581,NA,2147,"CIP 761746","","",-13.5347,-71.925,3400,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1586,NA,2152,"CIP 761740","","",-13.5525,-71.8314,3250,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1589,NA,2155,"CIP 762399","","",-14.0536,-71.6244,3800,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1590,NA,2156,"CIP 761698","","",-13.3186,-71.5956,2923,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1592,NA,2158,"CIP 761012","","",-13.8211,-71.5406,3214,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1593,NA,2159,"CIP 761693","","",-13.3219,-71.4961,2980,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1595,NA,2161,"CIP 761757","","",-13.4992,-71.0192,3250,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1596,NA,2162,"CIP 762733","","",-14.0561,-70.4703,4200,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1598,NA,2164,"CIP 761001","","",-16.05,-68.6833,3848,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1602,NA,2168,"CIP 760234","","",-17.7167,-66.2333,2525,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1609,NA,2175,"CIP 760445","","",-17.7453,-65.9689,3241,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1612,NA,2178,"CIP 760239","","",-17.5667,-65.7667,2809,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1613,NA,2179,"CIP 761358","","",-19.5833,-65.2833,3271,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1615,NA,2181,"CIP 762309","","",-17.7167,-65.0333,3398,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1616,NA,2182,"CIP 763932","","",-19.1808,-64.9864,3000,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1617,NA,2183,"CIP 760230","","",-17.1775,-64.885,2600,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1618,NA,2184,"CIP 763138","","",-28.5833,-68.15,2850,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1620,NA,2186,"CIP 763132","","",-28.8333,-67.6667,2199,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1634,NA,2200,"CIP 761285","","",-16.0167,-69.1667,3852,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1645,NA,2211,"CIP 764236","","",-23.9333,-66.35,3700,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1646,NA,2212,"CIP 763705","","",-24.2667,-66.3167,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1647,NA,2213,"CIP 760676","","",-23.2,-65.4689,3995,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1650,NA,2216,"CIP 763137","","",-22.7167,-65.2,3606,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1651,NA,2217,"CIP 763711","","",-22.2667,-65.1833,3717,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1653,NA,2219,"CIP 760760","","",-22.5,-65.1167,3390,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1965,NA,2531,"472996","","",-23.235486,-65.030255,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1966,NA,2532,"472998","","",-25.424672,-66.292877,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1973,NA,2539,"473448","","",-15.349999,-73.885712,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1978,NA,2544,"498332","","",-24.36211,-65.648804,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1979,NA,2545,"558061","","",-19.550555,-65.453335,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1984,NA,2550,"568968","","",-18.500001,-64.166672,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1996,NA,2562,"PI 283090","","",-15.8,-69.4,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,1999,NA,2565,"PI 310958","","",-13.316667,-72.033333,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,2002,NA,2568,"PI 414145","","",-23.7,-65.583333,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,2003,NA,2569,"PI 414151","","",-17.566667,-66.35,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
NA,2006,NA,2572,"PI 442667","","",-24.333333,-66.05,NA,"brevicaule_24","brevicaule","tuberous","germplasm",24,"SŠrkinen","","","1.72","FCM","Petota","4 South"
