"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio12","bio13","bio14","bio15","cmimax","cmimean","cmimin","cmirange","gsl","swb","gdd5","CCmean","CCSD","gsMono","range.bio1","range.bio2","range.bio3","range.bio4","range.bio5","range.bio6","range.bio7","range.bio12","range.bio13","range.bio14","range.bio15","range.cmimax","range.cmimean","range.cmimin","range.gdd5","range.cmirange","range.CCmean","range.CCSD","range.gsl","range.swb","Specimens"
NA,110,NA,110,"CIP 760008","","",-13.5011,-72.8972,3051,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,11.35,9.1,0.717,0.81,17.15,4.45000000000004,12.7,1371,287.1,13.8,80.4,173.4,5.5,-80.8,254.1,365,-257,2301.3,55.83,21.15,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,112,NA,112,"CIP 761135","","",-14.5181,-72.7503,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.95000000000004,11,0.751,0.966,11.95,-2.74999999999996,14.7,1263,295.4,7.9,95.8,167.8,-2.2,-72.8,240.6,365,-333,147.2,57.44,24.35,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,114,NA,114,"CIP 762009","","",-13.1083,-72.5928,1588,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,18.15,7.6,0.748,0.682,22.85,12.65,10.2,868,158.9,14.9,69.5,49.7,-23.4,-67.5,117.2,305,-301,4786.3,73.65,19.96,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,115,NA,115,"CIP 761727","","",-13.7486,-72.2736,3861,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.95000000000004,9.9,0.725,0.812,14.35,0.650000000000038,13.7,1259,287.1,8.6,91.5,193.1,7.9,-87,280.1,365,-267,1075.5,43.62,19.41,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,116,NA,116,"CIP 761553","","",-14.2839,-72.0406,3551,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.15000000000004,11,0.731,0.91,15.95,0.850000000000038,15.1,965,226.6,5.2,95.4,90.2,-32.1,-87.5,177.7,313,-455,1525.5,36.31,16.36,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,117,NA,117,"CIP 761986","","",-13.0819,-72.0247,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.35000000000004,7.4,0.721,0.809,12.45,2.25000000000004,10.2,1533,291.2,18.8,77.2,193.3,41.2,-54.6,247.9,365,5,865.4,86.42,15.96,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,119,NA,119,"CIP 761134","","",-14.6736,-72.0231,3924,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,6.55000000000004,12.3,0.738,1.185,13.95,-2.64999999999996,16.6,811,195.7,4.7,100.3,37.7,-54.2,-102.7,140.4,323,-678,574.2,47,19.34,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,128,NA,128,"CIP 761125","","",-13.3592,-71.8189,3831,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,6.95000000000004,8,0.717,0.959,12.35,1.15000000000004,11.2,1434,308.6,17.5,82.7,200.5,31.2,-52.1,252.6,365,-65,691.9,69.67,13.59,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,133,NA,133,"CIP 761955","","",-15.5786,-71.7192,4350,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.25000000000004,13,0.754,1.117,13.05,-4.24999999999996,17.3,806,192.2,5.8,102.2,76.5,-27.9,-89.8,166.3,335,-425,49.7,48.77,23.28,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,140,NA,140,"CIP 761681","","",-13.9461,-71.6031,3783,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.95000000000004,10.5,0.723,1.019,14.45,-0.0499999999999621,14.5,852,188.1,5.6,91.2,55.4,-38.9,-90.5,145.9,328,-499,1056.8,57.45,24.51,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,141,NA,141,"CIP 761946","","",-15.9606,-71.5964,3794,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,6.75000000000004,10.8,0.721,0.883,14.05,-0.849999999999962,14.9,564,138.9,5.6,106.7,37.8,-50.6,-104.7,142.5,277,-624,649.8,39.53,28.28,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,147,NA,147,"CIP 762384","","",-14.4914,-71.4783,3857,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.35000000000004,11.9,0.713,1.17,14.55,-2.14999999999996,16.7,871,194.1,4.5,92.8,38.6,-51.2,-96.5,135.1,329,-630,855.9,48.15,19.29,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,152,NA,152,"CIP 761956","","",-15.485,-71.4567,3813,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,6.85000000000004,13.4,0.758,1.064,15.65,-2.04999999999996,17.7,614,144.4,4.3,98.3,-8.5,-65.7,-115.8,107.3,251,-788,664.5,51.32,21.45,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,156,NA,156,"CIP 762567","","",-14.7925,-71.4119,3909,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,6.75000000000004,13.4,0.738,1.381,14.85,-3.34999999999996,18.2,932,212,4.7,94.8,60.5,-41.1,-91.1,151.6,311,-534,679.7,44.58,16.83,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,169,NA,169,"CIP 762420","","",-14.3844,-71.2981,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.65000000000004,11.5,0.717,1.106,12.65,-3.34999999999996,16,1265,267.9,6.5,89.9,158.8,6.7,-78.9,237.7,365,-219,319.4,60.38,24.16,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,172,NA,172,"CIP 762427","","",-14.9719,-71.2708,4221,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.25000000000004,13.3,0.743,1.226,13.45,-4.44999999999996,17.9,1110,253.4,4.9,95.4,123.7,-15.8,-82.2,205.9,339,-357,261.6,50.66,21.45,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,173,NA,173,"CIP 763204","","",-15.4989,-71.2236,3488,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.55000000000004,12.7,0.769,1.015,12.85,-3.64999999999996,16.5,806,185,5.2,96.4,37.1,-47.1,-94.2,131.3,342,-584,80.1,56.2,22.84,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,176,NA,176,"CIP 761620","","",-14.3736,-71.0961,4145,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.35000000000004,11.5,0.753,1.032,12.25,-2.94999999999996,15.2,1399,281.7,7.9,85,166.8,24.3,-58.8,225.6,365,-82,235.6,63.01,26.31,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,179,NA,179,"CIP 762213","","",-15.0475,-70.9583,4444,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.45000000000004,12.6,0.75,1.094,12.15,-4.64999999999996,16.8,1383,300,4.9,89.8,179.3,6.7,-86.4,265.7,365,-268,56.8,52.19,22.77,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,183,NA,183,"CIP 761229","","",-13.595,-70.9564,2783,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,10.85,8.6,0.695,1.115,16.05,3.65000000000004,12.4,3049,501.5,98.6,54.9,365.8,143.2,9.9,355.9,365,182,2115,79.97,13.17,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,184,NA,184,"CIP 761616","","",-14.5097,-70.9233,4153,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.65000000000004,11.6,0.765,0.995,12.55,-2.64999999999996,15.2,1231,243.6,6,82.6,102.1,-9.6,-75.1,177.3,365,-266,317.2,57.3,23.82,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,186,NA,186,"CIP 760346","","",-14.5742,-70.8122,4175,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.25000000000004,12.1,0.756,1.087,11.35,-4.64999999999996,16,1666,329.7,7.6,81,226.9,51.7,-55,282,365,-9,34.9,61.1,23.3,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,193,NA,193,"CIP 761963","","",-15.6014,-70.785,4050,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,1.35000000000004,12.3,0.757,1.052,9.25000000000004,-6.94999999999996,16.2,1444,327.8,7.3,91.4,223,26,-66.5,289.6,236,-127,NA,58.97,21.43,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,196,NA,196,"CIP 761961","","",-15.8589,-70.7528,4154,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.45000000000004,12.9,0.745,1.183,13.75,-3.54999999999996,17.3,631,155.7,3.1,100.3,4.8,-64.7,-106.3,111.1,290,-776,279.9,51.07,20.62,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,200,NA,200,"CIP 762865","","",-16.8653,-70.6706,3876,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.15000000000004,10.7,0.728,0.829,14.15,-0.549999999999962,14.7,569,162.2,2.8,117,50.4,-59.9,-109.7,160,282,-739,775.6,41.17,31.71,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,201,NA,201,"CIP 761972","","",-14.4511,-70.66,4055,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.65000000000004,12.1,0.767,1.129,12.55,-3.24999999999996,15.8,1267,243.8,6.7,77.6,103.3,-9.3,-77.9,181.2,365,-279,327.1,57.37,21.6,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,204,NA,204,"CIP 761944","","",-17.1161,-70.3886,4405,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.55000000000004,11,0.74,0.957,11.65,-3.14999999999996,14.8,475,118.9,4.2,99,-0.4,-62.7,-107.1,106.8,242,-753,67.7,39.42,26.35,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,205,NA,205,"CIP 760342","","",-15.7914,-70.36,3934,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.75000000000004,12.7,0.724,1.176,15.35,-2.24999999999996,17.6,981,230.1,3.7,93.5,81.6,-38.9,-92.2,173.9,314,-536,1011.7,36.84,14.6,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,206,NA,206,"CIP 762378","","",-15.565,-70.3008,3859,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.45000000000004,12.9,0.711,1.235,15.95,-2.14999999999996,18.1,974,226,3.5,90.2,79.2,-40,-91.7,170.9,314,-532,1270,38.67,15.82,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,214,NA,214,"CIP 761939","","",-17.2681,-70.2497,3328,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.85000000000004,10.7,0.741,0.852,16.45,1.95000000000004,14.5,353,90.7,3.4,103.2,-23.6,-75.1,-116.1,92.5,108,-902,1785.4,30.11,22.49,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,216,NA,216,"CIP 762545","","",-15.3125,-70.2347,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.75000000000004,12.5,0.708,1.181,15.85,-1.74999999999996,17.6,1236,285.7,4.6,87.9,175.6,-3.9,-85.5,261.1,341,-329,1370.7,39.47,16.24,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,221,NA,221,"CIP 761971","","",-14.4167,-70.0919,4300,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.55000000000004,11.2,0.744,1.113,12.05,-3.04999999999996,15.1,1252,243,12,73,126.6,7,-61.4,188,365,-102,306.9,64.18,23.31,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,223,NA,223,"CIP 762345","","",-15.7125,-70.0831,3822,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.85000000000004,12,0.702,1.215,15.65,-1.44999999999996,17.1,1230,290.4,5,91.9,154.3,-13.1,-81.4,235.7,345,-364,1391.8,28.67,11.86,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,230,NA,230,"CIP 761625","","",-15.9417,-69.9175,3820,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.45000000000004,11.1,0.695,1.247,13.75,-2.24999999999996,16,1595,378.4,8.7,91.5,264.4,29.7,-67.2,331.6,365,-198,895.8,27.65,11.67,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,232,NA,232,"CIP 760339","","",-15.2922,-69.8264,3950,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.55000000000004,8.7,0.679,1.09,14.55,1.75000000000004,12.8,1125,257.9,5.4,86,119.2,-26.4,-89.1,208.4,365,-419,1650.2,32.42,17.46,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,235,NA,235,"CIP 761330","","",-15.9742,-69.7989,3827,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.25000000000004,9.4,0.681,1.172,14.45,0.650000000000038,13.8,1444,348.2,8.6,92,205.7,2.3,-75.2,280.9,365,-296,1540.6,23.31,10.84,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,239,NA,239,"CIP 762337","","",-14.2172,-69.7406,4156,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.85000000000004,8.4,0.681,1.313,10.05,-2.34999999999996,12.4,2711,445.1,82.9,52.5,336,135.5,15.7,320.3,365,192,172.2,79.96,16.16,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,240,NA,240,"CIP 761627","","",-16.0772,-69.6708,3843,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.95000000000004,9.6,0.677,1.224,14.35,0.250000000000038,14.1,1395,340.2,10,92.2,195.6,-3.1,-75.1,270.7,365,-324,1437,25.12,13.66,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,241,NA,241,"CIP 762205","","",-14.31,-69.6308,3800,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.95000000000004,8.9,0.686,1.359,10.35,-2.64999999999996,13,2748,445.8,83.1,51.9,331.5,129.5,3.8,327.7,365,188,208.8,88.76,10.88,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,244,NA,244,"CIP 762194","","",-14.5206,-69.5547,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,3.55000000000004,9.3,0.714,1.193,9.15000000000004,-3.84999999999996,13,2048,355.3,48,58.4,259.8,85.6,-22.7,282.5,365,137,NA,82.2,19.01,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,248,NA,248,"CIP 762209","","",-15.1183,-69.5514,3928,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,7.65000000000004,11.2,0.726,1.26,13.95,-1.44999999999996,15.4,1293,279.6,8.1,80.8,153.7,0,-72.1,225.8,365,-211,974.4,56.08,27.88,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,258,NA,258,"CIP 761331","","",-16.2147,-69.4592,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.65000000000004,9,0.675,1.115,13.85,0.550000000000038,13.3,1363,337.4,11.6,93.3,202.3,-3.7,-79,281.3,365,-353,1336.9,25.06,11.54,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,260,NA,260,"CIP 762145","","",-15.0083,-69.3933,4300,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.75000000000004,10.7,0.775,0.981,10.45,-3.34999999999996,13.8,1534,309.2,13.7,75.6,202.2,32,-66.7,268.9,365,-42,97.1,65.6,23.96,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,275,NA,275,"CIP 761332","","",-16.2728,-69.2931,3880,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.75000000000004,7.4,0.673,0.912,13.55,2.55000000000004,11,1524,381.3,12.2,95.9,244.7,9.6,-78.3,323,365,-315,1367.5,25.32,12.89,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,278,NA,278,"CIP 761286","","",-16.15,-69.0833,3825,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.45000000000004,5.2,0.67,0.735,13.25,5.55000000000004,7.7,1448,360.9,12.1,92.8,242.3,16,-72.8,315.1,365,-217,1638.5,31.89,20.78,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,282,NA,282,"CIP 762158","","",-14.8,-69.0833,4278,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,6.15000000000004,7.2,0.715,0.975,10.35,0.250000000000038,10.1,2418,387.3,80.5,47.7,270.5,108.6,18,252.5,365,235,439.1,86.86,10.26,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,288,NA,288,"CIP 761340","","",-15.4,-69.0667,4215,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,5.75000000000004,10.2,0.725,1.167,11.65,-2.44999999999996,14.1,1563,286,40.5,57.4,184.5,35.7,-35.7,220.1,365,28,376.2,69.19,24.42,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,289,NA,289,"CIP 761347","","",-15.75,-69.0667,3854,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.75000000000004,8.1,0.704,0.937,13.95,2.45000000000004,11.5,979,225.6,14.3,77.1,106.7,-19.2,-67.4,174.1,365,-275,1355.6,43.37,23.55,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,295,NA,295,"CIP 761336","","",-16.2167,-68.8333,3824,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.55000000000004,6.4,0.669,0.837,13.75,4.15000000000004,9.6,1341,343.8,9.7,95.1,222.3,5.5,-79.5,301.8,365,-266,1656.9,37.85,23.08,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,296,NA,296,"CIP 762301","","",-15.9667,-68.7167,3823,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.85000000000004,8.1,0.714,0.93,13.95,2.65000000000004,11.3,1264,295,13.8,83.6,163.2,-6.5,-72.1,235.3,365,-244,1407.2,43.31,22.5,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,298,NA,298,"CIP 760332","","",-16.55,-68.7,3838,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,9.05000000000004,9.7,0.676,1.253,15.15,0.750000000000038,14.4,1144,310.3,7.4,100.4,169.4,-19.4,-87.1,256.4,348,-368,1486.2,38.91,26.24,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,304,NA,304,"CIP 760316","","",-17.0167,-68.6167,3925,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.25000000000004,12.7,0.707,1.442,16.05,-1.84999999999996,17.9,1186,340.1,6.8,105.3,194.4,-20.3,-89.7,284.1,323,-417,1169.8,42.86,24.26,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,305,NA,305,"CIP 761290","","",-16.1667,-68.5667,3930,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,8.55000000000004,8.6,0.707,0.969,13.65,1.55000000000004,12.1,1573,384.1,14.8,88.2,255.8,25.6,-60.5,316.2,365,-120,1303.8,51.57,26.78,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
NA,309,NA,309,"CIP 761294","","",-16.0667,-68.4667,4511,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","","",3.05,"FCM",NA,NA,4.85000000000004,8.1,0.711,0.997,9.85000000000004,-1.54999999999996,11.4,2130,463.3,29.9,76.2,339.2,80.5,-34,373.3,365,88,119.5,62.44,28.27,0.7625,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,182
