"SP1","mean.bio1","mean.bio2","mean.bio3","mean.bio4","mean.bio5","mean.bio6","mean.bio7","mean.bio12","mean.bio13","mean.bio14","mean.bio15","mean.cmimax","mean.cmimean","mean.cmimin","mean.cmirange","mean.gsl","mean.gdd5","mean.swb","mean.CCmean","mean.CCSD","sd.bio1","sd.bio2","sd.bio3","sd.bio4","sd.bio5","sd.bio6","sd.bio7","sd.bio12","sd.bio13","sd.bio14","sd.bio15","sd.cmimax","sd.cmimean","sd.cmimin","sd.cmirange","sd.gsl","sd.gdd5","sd.swb","sd.CCmean","sd.CCSD","median.bio1","median.bio2","median.bio3","median.bio4","median.bio5","median.bio6","median.bio7","median.bio12","median.bio13","median.bio14","median.bio15","median.cmimax","median.cmimean","median.cmimin","median.cmirange","median.gsl","median.gdd5","median.swb","median.CCmean","median.CCSD","shapiroP.bio1","shapiroP.bio2","shapiroP.bio3","shapiroP.bio4","shapiroP.bio6","shapiroP.bio7","shapiroP.bio12","shapiroP.bio13","shapiroP.bio14","shapiroP.bio15","shapiroP.cmimax","shapiroP.cmimean","shapiroP.cmimin","shapiroP.cmirange","shapiroP.gsl","shapiroP.gdd5","shapiroP.swb","shapiroP.CCmean","shapiroP.CCSD","skew.bio1","skew.bio2","skew.bio3","skew.bio4","skew.bio5","skew.bio6","skew.bio7","skew.bio12","skew.bio13","skew.bio14","skew.bio15","skew.cmimax","skew.cmimean","skew.cmimin","skew.cmirange","skew.gsl","skew.gdd5","skew.swb","skew.CCmean","skew.CCSD","subClade","PClade"
"basendopogon",12.9821428571429,8.675,0.800428571428571,0.457178571428571,18.275,7.41071428571432,10.8642857142857,1216.82142857143,207.753571428571,30.575,63.4321428571429,91.6035714285714,-10.2,-74.4178571428571,166.007142857143,329.607142857143,3062.14814814815,-369.107142857143,72.3907142857143,14.6832142857143,4.58120585544319,1.31476656145154,0.0478983712484461,0.255569814129486,4.39895821000078,5.00639141762357,1.76723560769969,755.302345817808,70.6676387886115,58.049950553461,20.7064322368397,81.0353351466386,67.3607754859909,59.7848181742404,49.8963512996279,48.4579537374751,1500.32159690216,302.160533649314,15.7672374640797,10.6479864393058,12.8,8.3,0.8095,0.3945,18.45,7.10000000000004,10.55,966,197.9,12.6,67.9,79.05,-30.05,-88.2,166.05,343.5,3061.6,-439,74.045,12.94,0.895255511900162,0.0380870718243785,0.243723773571796,0.0675486391885474,0.973263674907599,0.0416832655592438,9.71746611460212e-08,0.000278566756368561,2.54678607436564e-09,0.576448100687694,0.00333286192020014,1.01973939570746e-06,3.21363376017673e-08,0.967152457060073,3.38636871464413e-06,0.452523006632194,0.461889696996567,0.232561305492879,0.0173741721716395,0.128495186048984,0.759663342133221,-0.330301372800695,0.293223412003536,0.203784865743548,0.00674444973185606,0.939928315852966,3.44224813901087,2.04039465957741,4.4708273684999,-0.369394471704667,1.58923845611914,3.07656757057046,4.06027832485207,-0.162788606746929,-2.57132113869072,NA,0.241639092756933,-0.1925462535532,0.364915465725728,"Basarthrum",""
"berthaultii",13.926,10.3626666666667,0.6234,2.15208,21.0046666666667,4.22200000000004,16.7826666666667,986.746666666667,213.136,8.86666666666667,90.1813333333333,78.348,-25.3733333333333,-87.6413333333333,165.986666666667,264.12,3339.48648648649,-464.666666666667,50.1596,20.5050666666667,4.54419261106815,1.60504048389907,0.0767405245493416,0.907042711232498,4.91987951218466,4.54198313634152,2.69951814185387,448.152154824535,82.9896601179116,9.48928746411323,12.1967174730383,89.5464010172108,44.251557716767,23.6300546906833,72.2480437092924,95.6574632230558,1496.22083604856,326.254681371957,11.8235485870017,5.40012621807779,13.85,10,0.65,1.726,21.05,4.85000000000004,17.1,837,193.3,4.9,91.4,57.2,-42.8,-90.6,152.2,290,3257.15,-532,49.03,21.93,0.16096956258215,0.17392454912246,2.59872986130899e-07,2.01584909480203e-07,0.083663053374779,0.357384654640618,1.31682639463793e-05,0.000545841492457327,1.29181480786435e-10,0.337837811855215,0.0130722424819436,0.000448639050156604,0.0570040162464094,0.0112275531339868,1.10539943956456e-05,0.480848165249622,0.00757608811591196,0.0773775846503642,0.000484269145167308,-0.419040823608817,0.435517568580532,-0.976781176482936,1.06051969338382,-0.0556959655973821,-0.502467674612098,-0.117830301703453,0.837234601383889,0.721422785963088,2.28196149015496,-0.184212666495646,0.598825856093595,0.641229566615267,0.356888820735544,0.684961070671009,-0.618130892800756,NA,-0.0209735103659613,0.598729093895427,-0.873502857820239,"Petota","4 South"
"blanco-galdosii",13.6785714285714,8.77142857142857,0.791428571428571,0.421714285714286,19.0785714285714,7.97857142857146,11.1,1136.85714285714,198.528571428571,17,58.8428571428571,77.3142857142857,-20.4571428571429,-84.7857142857143,162.1,326.857142857143,3166.4,-370.428571428571,78.6071428571429,7.63571428571429,4.0758288669154,0.701698619338069,0.0514938738843666,0.381745864105827,3.8169421817795,4.28318973263083,0.871779788708134,357.690009445529,71.1846124356876,12.114729327008,14.9012143960212,79.3841803839915,37.3196935117308,16.5567134995071,76.9481210513508,65.4940927906952,1481.16071038898,293.900695895091,8.81998623257753,3.51349236108869,12.85,8.7,0.806,0.275,18.35,7.35000000000004,11.2,982,177.9,14.8,63.7,61,-30.2,-87.8,149.9,365,2853,-404,82.71,6.27,0.342456109032916,0.47065382909133,0.137070558240238,0.00388335756667334,0.347562842580124,0.77042550196132,0.088567708066126,0.274280437218633,0.0845618580595713,0.013607797003605,0.501971673306992,0.281305294537791,0.794459953674364,0.532485451248565,0.00176844249547299,0.340243424890247,0.577394496328054,0.15143299339969,0.103721460075857,1.14452272169421,0.165721099799603,-1.59029694351057,2.12846799323577,0.770867649492288,1.21774707514325,-0.91917224952087,1.03857458233352,0.967309386458443,1.56759130505569,-1.95990409641317,0.570482307112218,0.346812445940414,0.413530387088304,0.594902996211948,-2.13725947747992,1.14494296795985,-0.544692614572301,-1.36550570986719,1.15283037173264,"Petota","3"
"boliviense",9.96676646706589,11.2479041916168,0.633119760479042,2.25653892215569,17.690119760479,-0.162574850299362,17.8526946107784,1094.11377245509,246.673652694611,9.87425149700599,96.3622754491018,113.283233532934,-15.5958083832335,-87.8778443113772,201.161676646707,289.748502994012,1966.39938650307,-435.37125748503,47.6991017964072,18.828502994012,4.00261439704086,2.48787029267506,0.0719261504127344,0.949045308175493,4.25249834265055,4.53741048755969,3.72577822987679,607.570804234843,102.271898532043,13.8546454480288,16.4087348791218,107.760387726545,55.9300588981328,27.395363694456,86.9555410128335,84.3347259839125,1285.89660411757,324.708757196686,16.7112262182789,5.53113875601074,9.25000000000004,11,0.654,2.025,17.45,-0.349999999999962,17.7,885,216.2,5,94.9,84.1,-34.9,-89.8,178.2,322,1580.2,-461,45.03,19.61,0.00772713439610282,0.00231614387069445,6.89054715511327e-09,2.29148459375844e-06,0.567747899425007,0.0349497412389765,6.51332945233449e-11,3.52246578884753e-07,1.5072545688598e-18,0.0651513136422259,5.80079676797832e-07,6.81429073617022e-10,0.00952523054762714,8.93996019874977e-07,1.77187495643221e-12,3.25226910823801e-07,0.0114255431558327,3.3001575802247e-05,0.00453764968698174,0.36177525558931,0.514500535508738,-0.847982544413048,0.457410563079756,0.420276237674734,0.172209042090385,0.285818964941198,1.39200914194932,0.910732864868426,2.67629940009861,-0.0270824636573245,0.874417696257628,1.20927628909579,0.442321281364149,0.837786107128741,-1.19888832377679,NA,0.142661292555212,0.664581439196887,-0.505210393416126,"Petota","4 North"
"brachyantherum",16.0285714285714,7.02857142857143,0.534428571428571,1.98807142857143,22.75,10,12.75,53.2142857142857,11.0857142857143,1.72857142857143,59.7571428571429,-49.8714285714286,-106.292857142857,-157.978571428571,108.107142857143,22.2142857142857,4023.80714285714,-1275.57142857143,25.6135714285714,8.66785714285714,2.25326381105227,3.50788750179859,0.064008069546214,0.526298023832609,2.54618870531564,4.35232033606124,4.8527153382252,28.906157372884,10.3436979805139,0.984048600604487,34.3778487331084,17.7019959140392,9.5050969554165,9.26134884439531,20.1520552219948,22.4847933961141,820.147964571765,114.047030977248,13.0037134383534,3.8521545990452,16.6,5.7,0.53,1.8365,21.5,10.4,11.25,44,7.2,1.5,47.3,-50.65,-107.3,-158.05,107.05,14,4236.8,-1287.5,27.855,9.31,0.305385803629212,0.00344586784635874,0.073302625547484,0.0335277723437157,0.00110114574053753,0.00306972220791844,0.00504484683188875,9.23945517035091e-05,0.616730480919047,0.0392400319310889,0.307566612858648,0.856003646663349,0.779444207030217,0.406448722508319,0.000543707470873324,0.329081799418321,0.853953910804617,0.509170140218561,0.56692302020736,-1.02735017433327,1.71913109859205,1.03413107789513,1.48856754954446,1.64042328591161,-2.41321161528558,1.67559837204362,1.75480211928979,2.55260975893161,0.451932053542707,0.88486716778608,1.07146982576793,0.165782022645225,0.257475320767382,0.925600517570983,2.02600443948611,-1.00767901184691,0.16621287081202,-0.139805194136418,0.051421440596759,"Regmandra",""
"brevicaule_24",10.4182242990654,10.203738317757,0.672990654205607,1.60942056074766,17.1471962616822,1.85747663551406,15.2897196261682,1141.99065420561,246.43738317757,13.4598130841122,89.3532710280374,118.917757009346,-11.4710280373832,-81.3560747663551,200.271962616822,290.317757009346,2089.27523809524,-413.122641509434,48.8836448598131,19.3981308411215,3.84535000077502,2.16132057961273,0.0538841341382798,0.848306771200038,4.01653323585189,4.30867271368971,3.66366489825238,656.359750863306,114.717227838276,19.4827977331774,16.1862410576636,119.710888214839,59.5756741057924,32.6037709868106,94.8442246124571,99.6105243862637,1247.46391814483,333.826750128757,17.3123911558474,5.9518063106991,9.85000000000004,10.1,0.678,1.388,17.05,2.35000000000004,15,1005,224.6,8.2,89.9,97.8,-18.1,-81.8,183.7,337,1814.7,-349.5,45.83,21.14,0.0875998219020882,0.471248710880552,2.60090319583503e-06,2.13375133476918e-08,0.0632769498467173,0.534413873427959,4.47472293072208e-08,0.000153635292335941,1.36686691866789e-16,0.023861592207329,0.000118040251586318,1.32775098253956e-07,7.51543313947894e-07,0.000150500713594152,7.80088848784619e-12,0.00220232746293324,0.106916448016316,0.000200746875791165,3.98812868499084e-06,0.119706953583448,0.0775408387848696,-1.16691904994514,1.31641327783068,0.215768233088441,-0.164224323522201,0.232579013303447,1.81012427680807,1.08566742639919,4.4095919159419,0.438592530695648,1.02914320331753,1.67187858499789,1.45994643410654,0.864984226405787,-1.22349834683375,NA,NA,0.853074042717469,-1.02392387019743,"Petota","4 South"
"brevicaule_48",10.5833333333334,11.76,0.6549,1.9052,17.98,0.0666666666667047,17.9133333333333,886.1,208.103333333333,5.91333333333333,97.2633333333333,75.68,-33.8566666666667,-90.69,166.396666666667,260.7,2091.63,-532.566666666667,42.7316666666667,20.2733333333333,3.65582514232619,1.55110639044611,0.02301176610585,0.438311131818326,3.51343725990807,4.191624105723,2.26924464621332,414.792374318891,80.9412238148379,9.59955937686127,11.8110259221345,84.9484078720726,38.632509834231,18.4327547663354,72.6899911686056,88.0525509235135,1240.59277381753,296.778413023558,11.3265382858237,4.11456230825415,10.15,11.85,0.658,1.902,18,-0.449999999999962,17.95,835,206.9,2.85,97.75,81.6,-42.8,-94.1,162.55,292.5,1881.5,-553,39.88,20.97,0.000943759865446445,0.353359880020638,0.0406787625254238,0.27727473589305,5.67233969379113e-05,0.567153138081091,0.00592040145755215,0.0205113288318422,2.08344339546687e-09,0.0529375402277388,0.118496766828907,0.060656281092204,0.396927653174595,0.0791390827945126,0.00743781943402793,0.000231674825421844,0.506912788032108,0.00497823426778995,0.283894648348889,1.43558154622526,-0.633344740697492,-1.09298895689592,0.756200534696672,0.713910196673474,2.18941623245619,0.107411137057059,1.23403801480533,0.772197792750767,4.53348419598472,-0.939389900940324,0.511590452234112,0.797159872226449,0.455481288709917,0.525245742992391,-0.525536002022126,2.02133563521607,0.107433274749717,0.853919421554631,0.281874676841884,"Petota","4 South"
"bulbocastanum_24",16.49375,11.425,0.642,1.7269375,25.08125,7.32500000000003,17.75625,1198.3125,238.85625,14.78125,88.44375,106.86875,-23.9125,-121.6625,228.55625,286.4375,4199.9625,-501.4375,54.594375,19.278125,4.61576555586033,1.62870091381649,0.0517635650498173,0.506560357542251,4.85890505498238,5.17268466723678,2.00398561205746,491.30679061051,83.1691206217789,15.4713162012804,12.8005191951993,86.6276377664773,44.7415224744681,29.220766017794,74.6908291447707,73.2638780937328,1679.63391284133,295.71517123746,10.7657215077919,4.99606007269729,15.5,12.2,0.6475,1.6845,24.05,5.75000000000004,18.2,1074,221.45,9.2,89.9,90.85,-25.1,-116.3,223.35,308.5,3845.4,-484.5,52.19,18.895,0.795133740004776,0.000294874804659402,0.00349626668409245,0.123918485818453,0.651429699246363,0.0958814482738629,0.124820710165861,0.283291138682701,0.000266824122864523,0.564187646438808,0.432738001244994,0.322643139027826,0.77962164807028,0.569938380709599,0.0244177557083856,0.79402142792152,0.609017930857916,0.124559920957303,0.384868761572976,0.399751031250439,-1.56850533509509,-2.03098837407988,1.16045579297195,0.601026907162268,0.155121257650598,-0.971904080350124,1.08772329043747,0.517697726309692,1.62575609333544,-0.334811511590503,0.637725139301309,0.880260716312898,-0.134323078473356,0.343632414516098,-1.10983977772705,0.399971076808125,-0.397009572912488,0.185408929342675,-0.800764924180446,"Petota","1+2"
"candolleanum_24",8.50954198473285,9.6412213740458,0.735923664122137,0.88536641221374,14.5645038167939,1.48740458015271,13.0770992366412,1300.25954198473,248.932824427481,18.4320610687023,76.8496183206107,129.843511450382,3.58167938931298,-68.6900763358779,198.531297709924,339.732824427481,1557.86465517241,-275.541984732824,63.166106870229,18.2341984732824,3.98496749578392,1.74575838618185,0.0566062810215114,0.307617274850194,3.72056906601467,4.61259706385863,2.18246737170063,581.741874926385,96.9785776842162,20.8717853984588,14.5868242657849,105.125636263866,55.8068065899971,29.1520756747778,85.2555994858262,54.0327286042708,1320.38712710914,298.026567208671,15.3524104633326,5.58515159965015,7.85000000000004,9.6,0.734,0.869,14.05,0.750000000000038,12.9,1151,227.9,12,76.2,109.3,-7.4,-71.1,188,365,1233.5,-265,63.63,19,1.29610836810125e-05,0.0613479342844876,4.79700755601855e-13,2.26983624208482e-05,2.70404979195502e-06,0.219435325771542,1.23713835776139e-09,1.52724687522379e-07,2.23813752874378e-16,0.249472459590836,7.91108599814968e-06,7.21191784336772e-07,1.42987722545067e-06,1.39967529229822e-05,9.47274306159232e-19,1.68866285757334e-08,0.00106889502336976,0.0909145200702755,0.0393622893233187,0.88762243705428,-0.209663038674637,-2.9833698984971,0.576946215058937,0.681309195557096,0.950264686425062,0.369882467172844,1.61964704022312,1.1797278247491,2.86623697982104,0.164589619399035,1.00635340553685,1.20581721437906,1.15768675714118,0.969711273389441,-3.57316712629259,NA,-0.724253418961544,0.0814759593316581,-0.243925980766988,"Petota","4 North"
"cardiophyllum_24",17.05,12.44,0.6392,2.1276,26.53,7.01000000000003,19.52,543.2,113.26,6.24,84.62,-24.56,-78.5,-130.92,106.34,138.2,4408.58,-958.6,42.704,16.044,1.78745629317195,0.81117199162693,0.0281904239060004,0.606300090714161,2.08734280845289,2.11730961363706,2.07292064488731,214.446263665283,42.4438805954404,2.89965515191031,5.16449416690541,44.8145958366245,22.6933911084263,14.4797099418462,33.9912194544415,88.1487379376472,645.90819935963,254.919202885934,4.66310304411129,4.00172212928384,16.45,12.6,0.656,1.773,27.05,6.65000000000004,19.2,549,113.4,6.1,85.4,-26.8,-75.2,-126.9,94.9,118,4199.4,-910,42.51,15.74,0.788979902941532,0.379466549325517,0.124400878132446,0.0894109568973419,0.674175964993703,0.618256376810177,0.909277398263384,0.97523985386717,0.435896787894543,0.410148946685178,0.699716381555788,0.957717887158956,0.410757769235087,0.476985020018946,0.122748620258262,0.804887596224626,0.94706197394218,0.30484171246519,0.925171187341729,0.390042039771696,-0.240561533348954,-1.14825606025524,1.27907368822429,-1.15367961927516,1.06205302039065,0.442691083431715,0.53143742718553,-0.0458390748173112,1.2134427948931,-1.33381330933257,0.266051273200728,0.108800308022793,-1.31069085246565,0.533053452138548,1.71234215028003,0.373841873444517,-0.0995078692865211,1.35321167493104,-0.150648345520778,"Petota","1+2"
"caripense",13.4308219178082,8.26301369863014,0.790520547945205,0.500616438356164,18.6938356164384,8.19794520547948,10.4958904109589,1831.15068493151,284.561643835616,51.3246575342466,54.5890410958904,171.842465753425,42.172602739726,-58.5369863013699,230.382191780822,346.780821917808,3122.77916666667,-140.739726027397,81.0732876712329,9.5313698630137,4.75837441705108,1.17432094436116,0.0605229776359178,0.288951054589267,4.8496559528993,4.92849170044956,1.59429872742466,1117.30134539574,142.090638746831,52.5193477069322,22.9608880105801,147.374634970623,95.2187222782281,52.5371575037064,128.299962482096,45.0090258156142,1703.94114797344,314.097562134463,13.7247044144243,7.06190175737002,12.65,8.1,0.794,0.393,18.15,7.35000000000004,10.7,1404,256.3,41.1,48.3,142.3,10.1,-70.7,199.1,365,2796.35,-83,85.32,7.65,0.014213127945665,0.456654867994784,0.0209239788864477,2.134024324848e-05,0.103653788135762,0.492169843574402,1.88739691366909e-08,1.72353175429237e-07,1.2311145150683e-09,0.003140890831007,1.07475191728895e-06,1.86405768402195e-07,5.58381197438142e-09,3.26350678741872e-06,9.46002695780723e-15,0.00517110663646059,0.000367243035139752,2.95386807465249e-05,1.444586366226e-05,0.694970306842154,0.0760450929370014,-0.0547445327446573,1.26189242194567,0.780248101500938,0.442115576897755,-0.172306898818835,2.01480571583116,1.86609598589908,2.7678654697734,0.640398227323638,1.70733547877175,1.88792963630611,2.84481195615845,1.66690506395065,-2.99284098241643,NA,-0.697067718989862,-1.07146274848027,0.651866705291373,"Basarthrum",""
"chacoense_24",17.5763157894737,9.4421052631579,0.513421052631579,3.41994736842105,26.0763157894737,7.45000000000003,18.6263157894737,1127.15789473684,198.384210526316,23.7631578947368,74.1736842105263,62.1052631578947,-18.5052631578947,-75.4263157894737,137.542105263158,309.842105263158,4578.78421052632,-327.105263157895,53.1126315789474,13.7747368421053,4.22582563994082,0.78762356312707,0.0723988303999095,0.881725925776902,5.42175065057026,4.42178948189781,2.37061691578448,416.123414273257,42.0245862317907,28.9804763883534,29.756676974444,54.1819514197221,29.0740524577464,30.1414598574651,44.5329380694719,78.984712415262,1542.51424782296,245.52277439891,8.8701401981312,8.07464644456204,18.05,9.4,0.498,3.568,28.45,7.35000000000004,18.6,1015,192.9,6.9,84.1,62.8,-19.6,-78.3,129.7,336,4750.7,-301,52.03,13.22,0.339110264782585,0.637072180345737,0.0136156795125067,0.146861187774168,0.541698024511038,0.751831030814808,0.558047680306796,0.0674568060369259,0.000127046939300101,0.0292965853865081,0.990317798476342,0.975095691209402,0.991216159022214,0.275164386343567,0.000186503857196953,0.333098546771004,0.151251311365091,0.0807062834373241,0.0498778038735914,-0.357311685877819,0.417088144985662,1.30129213774684,-0.820844610542004,-0.566550735314255,0.123792584497652,0.0296072912906738,0.327775683498678,0.733071839564365,1.66065165975839,-0.579278176819258,-0.0102566633184444,-0.0483823195976532,0.243439185978069,0.707369629025636,-1.9185571956468,-0.36176531876997,-0.991180196330212,-1.05623135372355,0.388270237966115,"Petota","4 South"
"chamaepolybotryon",18.7833333333333,7.6,0.803,0.478,23.15,13.6833333333333,9.46666666666667,1681.33333333333,237.466666666667,50.8,38.6,115.433333333333,24.8,-49.3,164.733333333333,365,5019.03333333333,-15,81.8133333333333,8.69666666666667,3.67740850781271,0.360555127546399,0.0144222051018559,0.0445084261685358,3.73630833845388,3.35608899365514,0.55075705472861,275.027877374882,38.0632806433357,4.50333209967908,1.15325625946708,55.816335721125,37.3050934860107,17.9602338514842,39.5587327063612,0,1341.82987868557,164.993939282629,3.3781701161033,1.58509726305149,19.65,7.5,0.807,0.479,23.75,14.65,9.2,1610,225,51,38.2,91,10.7,-50,142.8,365,5340.4,-48,83.35,8.55,0.607441344171162,0.536737125066197,0.536737125066193,0.962836451160314,0.518511929690609,0.173623970095165,0.567317556524387,0.450738123752831,0.926525749867596,0.417327659907981,0.257404970855268,0.363113154971025,0.935523632625991,0.0434549234989744,NA,0.600975492581868,0.667513602537205,0.226673073451952,0.846794840610572,-1.00162566414481,1.15206963831394,-1.15206963831397,-0.101053414087448,-0.704003057179467,-1.18861842205259,1.66803368344324,1.08863809338569,1.31575665207557,-0.199457830821544,1.37303277881037,1.59238840710943,1.45786296732131,0.175121048985386,1.72801732918284,NA,-1.01592557787169,0.864029092366266,-1.62341395080041,0.412813402865386,"Pteroidea",""
"chilense",13.6152777777778,10.7013888888889,0.660666666666667,1.82186111111111,21.3402777777778,5.23055555555558,16.1097222222222,171.152777777778,49.6611111111111,1.57083333333333,96.8291666666667,-48.8444444444444,-102.665277777778,-148.194444444444,99.3597222222222,60.0555555555556,3254.45774647887,-1236.05555555556,17.57375,9.97291666666667,4.90338083201014,3.53937581254238,0.108323199237087,0.996037788546616,4.6772496951184,6.47412268000408,4.7407778443669,175.532963857579,52.1790108240759,1.28812971746408,36.0864394081063,40.6979699424122,22.8424065708918,19.6282341114757,29.7636211436667,80.9691105923089,1617.2580731121,265.938883632793,8.32356512821651,6.81010815357438,14.85,10.55,0.7015,1.8895,22.1,4.80000000000004,14.8,102,28.8,1.35,106.6,-62.95,-106.1,-147.25,97.05,22,3613.7,-1273.5,16.62,7.865,0.00303504573158358,0.227793089439593,4.86970349396332e-07,0.00215076001585007,0.0110071647384021,0.000370474493959411,8.83772926101418e-08,1.616573552621e-07,9.56278167199631e-07,0.000486629591566362,9.3410397092973e-08,0.0355868281620412,0.146284455272845,2.09775564374993e-05,1.86897566411658e-10,0.00431065533196002,0.0726707639842338,0.00109961341041848,2.99121772728932e-05,-0.640974440403347,0.0767040685291461,-1.61478600909505,0.369412975121383,-0.281059460878549,-0.340007203726833,0.5162469318971,1.54815315494125,1.14968840161964,1.8546802088075,-0.582311054468828,1.58066564243987,0.693734614472289,0.206167874152562,1.29468269493621,1.83424755726749,NA,0.585901785858302,0.954714560071812,0.820897082241702,"Tomato",""
"chimborazense",16.25,7.975,0.74625,0.4985,21.875,11.2,10.675,1804,329.625,36.875,66.8,223.55,47.425,-58,281.55,355.25,4109.725,-81,80.1925,12.595,5.74514287608817,1.9838934783232,0.0398110118769501,0.135620794865684,5.88805287566838,5.85974971024074,2.45271957902516,548.555679337415,105.375625739542,19.9234158717826,12.3946224898811,116.217970497968,54.3674764910052,23.520062358194,102.574639490796,19.5,2092.57854870492,141.499116605016,12.139652315175,7.11576887389316,13.95,7.45,0.764,0.515,20,8.95000000000002,10.3,1864,300.25,38.85,65.9,190.35,41.1,-51.5,262,365,3266.65,-40.5,77.725,14.435,0.0632768836274768,0.390448308063197,0.0217969078479722,0.90108264261209,0.106761713024594,0.661515030674689,0.80581415681123,0.336702767915464,0.91436855971537,0.428032841956478,0.365524368320273,0.879194521797651,0.221232263140692,0.701922297215643,0.00124072593197728,0.0584498243608378,0.232972466475756,0.314110428195808,0.341943405075263,1.84118363739815,1.40591248271291,-1.90982914882878,-0.622224343899193,1.45226378187054,1.69976509775127,0.88062459967569,-0.468392493349035,1.09709410371454,-0.554214665363773,0.196623729231105,1.23821106253835,0.554394181170715,-1.48930358707514,1.02303909747472,-2,1.85202577018086,-1.5274261972953,0.593805968495242,-1.4047080688126,"Anarrhichomenum",""
"chomatophilum",11.2274193548387,8.90483870967742,0.797322580645161,0.464741935483871,16.5983870967742,5.43387096774197,11.1645161290323,1260.27419354839,224.212903225806,20.9548387096774,64.9193548387097,114.861290322581,-2.03870967741936,-80.9161290322581,195.772580645161,342.177419354839,2386.49833333333,-248.177419354839,74.8033870967742,13.3108064516129,5.3200338762276,1.20646175801762,0.0531400173971443,0.325392974799167,4.98416317969205,5.80322673240222,1.39531966772687,422.096336193561,65.9544489702862,19.7664368408521,16.8889996084334,66.1768677202132,36.9078931308325,22.9849358618475,63.9750416738084,66.0547523001019,1872.66146311097,285.925332692293,13.539530338314,8.58211928780541,9.85000000000004,9.1,0.8005,0.3955,16.2,4.75000000000004,11.4,1225,222.15,13.7,64.65,106.85,2.7,-85.15,189.75,365,1942.1,-203.5,79.2,10.905,0.00910692201401567,0.0788114303725345,5.18548261272647e-08,4.22413713263495e-09,0.0393278052263745,0.150394441904221,0.389449388878688,0.134910461428088,3.15228199020053e-07,0.620261574601966,0.196187626042264,0.356132582653458,0.261629090848093,0.365178584516352,1.73607623112412e-14,0.000798309873042446,0.000107856774940604,2.45563923848767e-05,3.17602768481124e-05,0.840532179683063,-0.256364250507569,-2.78667087520848,3.18613819753771,0.855745264357511,0.702797559523166,-0.339130800398955,-0.262034916426969,-0.452065593723915,1.61246917999479,0.0786051501444168,-0.396248691776842,-0.232015990102566,0.299014506908103,0.324826283559432,-3.79235563718458,NA,-1.47196476091366,-1.30167177953427,0.914831652656849,"Petota","3"
"clarum",13.3722222222222,8.38888888888889,0.687,0.837777777777778,19.4722222222222,7.29444444444448,12.1777777777778,2746.55555555556,510.977777777778,22.4333333333333,79.1333333333333,390.955555555556,108.655555555556,-88.6777777777778,479.611111111111,360.666666666667,3059.96666666667,-136.777777777778,75.6711111111111,15.7211111111111,6.32174378193583,1.46410761595967,0.0373296129098602,0.20365398214728,5.47397884946996,7.00287639315286,1.96391049807379,590.955394067757,100.431341942864,13.9797174506497,7.33859659608021,98.6662823753777,50.1279889660235,25.0884823065176,90.8989472497405,13,2313.21427671541,135.867378146649,13.5002346687423,4.83347557261968,10.75,8.5,0.686,0.808,17.15,4.05000000000004,12.5,2675,493.9,21.1,78.6,384.3,103.4,-86,457.6,365,2111.7,-115,77.01,15.93,0.00610934343258939,0.361648844075533,0.814676790893736,0.501095691781505,0.0174127077614468,0.913744313335567,0.0705822900261646,0.185408808817657,0.396963715550102,0.953441965449279,0.158613653082052,0.564310102996523,0.183291000556433,0.410997592580646,3.21749285541393e-07,0.0061823880601803,0.234971440992968,0.433558452639397,0.832955375743505,1.65472626759552,-1.16074383967843,-0.360975841171121,0.422246841986326,1.72476945601525,1.63501258422719,-0.524424265829426,1.51809658522069,1.23954431610496,0.603433463758194,-0.169595906047658,1.11616488031264,0.825372349652867,-1.30161129932868,0.877889019101061,-3,1.65362254418596,-1.08304450944725,-1.11395936317122,-0.653550249699949,"Petota","1+2"
"colombianum",14.8227941176471,7.35808823529412,0.805632352941177,0.443926470588235,19.3639705882353,10.1948529411765,9.16911764705882,2523.02941176471,334.302941176471,98.1536764705882,38.5757352941176,225.227941176471,100.071323529412,-15.9522058823529,241.182352941176,361.911764705882,3583.4625,75.4044117647059,88.5224264705882,4.50595588235294,5.51961441100619,1.00624385138651,0.0480611969184858,0.212926300320537,5.86557026110995,5.62498157828016,1.39313208040876,1070.01962558102,128.448675405812,70.5850334656463,14.8776267338953,132.664399026503,95.0202574176516,78.0776232627332,105.477810116703,15.2972864154908,2013.69562556887,223.113602642456,9.69893300709077,3.61015653270489,13.45,7.4,0.811,0.4125,18.3,9.10000000000004,9.2,2357.5,321.45,79.5,37.65,218.5,86.35,-31.05,215.9,365,3078.25,167.5,91.49,3.38,0.000824007903929699,0.000287915826018193,0.0204095275412509,1.32477541704686e-05,0.00387827815973885,0.00560828144888111,2.72958569036853e-06,2.99670134853658e-06,3.9529324408271e-10,0.000175974491419065,4.40584403988623e-06,5.12902032275846e-05,5.44839033063542e-06,7.72163552396956e-08,6.14466326316515e-24,0.000581811533810808,7.00299838006982e-14,2.20720225748369e-11,9.4161540901121e-13,0.525157182864072,-0.461077555630037,-0.502947706630318,0.756072928885186,0.66489029058303,0.435752156504108,-0.235674126468352,1.11463390125122,1.02447227636246,1.63496968340719,0.916059020088575,1.00887734162524,0.944096699156239,1.10426626279612,1.28731570792349,-5.39966216017732,0.532520313853132,-2.0263654399814,-1.64402093977967,2.20578888575265,"Petota","3"
