"SP1","mean.bio1","mean.bio2","mean.bio3","mean.bio4","mean.bio5","mean.bio6","mean.bio7","mean.bio12","mean.bio13","mean.bio14","mean.bio15","mean.cmimax","mean.cmimean","mean.cmimin","mean.cmirange","mean.gsl","mean.gdd5","mean.swb","mean.CCmean","mean.CCSD","sd.bio1","sd.bio2","sd.bio3","sd.bio4","sd.bio5","sd.bio6","sd.bio7","sd.bio12","sd.bio13","sd.bio14","sd.bio15","sd.cmimax","sd.cmimean","sd.cmimin","sd.cmirange","sd.gsl","sd.gdd5","sd.swb","sd.CCmean","sd.CCSD","median.bio1","median.bio2","median.bio3","median.bio4","median.bio5","median.bio6","median.bio7","median.bio12","median.bio13","median.bio14","median.bio15","median.cmimax","median.cmimean","median.cmimin","median.cmirange","median.gsl","median.gdd5","median.swb","median.CCmean","median.CCSD","shapiroP.bio1","shapiroP.bio2","shapiroP.bio3","shapiroP.bio4","shapiroP.bio6","shapiroP.bio7","shapiroP.bio12","shapiroP.bio13","shapiroP.bio14","shapiroP.bio15","shapiroP.cmimax","shapiroP.cmimean","shapiroP.cmimin","shapiroP.cmirange","shapiroP.gsl","shapiroP.gdd5","shapiroP.swb","shapiroP.CCmean","shapiroP.CCSD","skew.bio1","skew.bio2","skew.bio3","skew.bio4","skew.bio5","skew.bio6","skew.bio7","skew.bio12","skew.bio13","skew.bio14","skew.bio15","skew.cmimax","skew.cmimean","skew.cmimin","skew.cmirange","skew.gsl","skew.gdd5","skew.swb","skew.CCmean","skew.CCSD","subClade","PClade"
"commersonii_24",17.0363636363636,7.82727272727273,0.381863636363636,4.35545454545455,27.7772727272727,7.75909090909095,20.0181818181818,1245.63636363636,135.190909090909,70.8181818181818,18.9818181818182,49.3227272727273,-10.8409090909091,-91.5409090909091,140.85,365,4382.69090909091,-226.52380952381,51.9886363636364,6.53772727272727,1.54651542401295,2.23418927837409,0.0675434924816845,0.427679088333066,2.18636071135876,2.08370299750664,3.34758425529819,180.562492929218,25.9092355126215,15.9514631770624,8.21523766364247,23.1563203717727,16.0542728058506,21.6184149696703,26.7693988405738,0,567.680106858558,81.301057217984,2.09894371497063,1.31266334790572,16.8,8.95,0.406,4.4485,28.6,7.40000000000004,21.55,1219,131.65,71.25,16.65,50.95,-12.6,-93.35,146.4,365,4292.25,-242,51.915,6.555,0.0599575602447195,0.000821424953124621,0.00120636823335634,0.434127181515309,0.0281104642986086,0.00657351489397474,4.94939573222871e-05,5.35757478144198e-05,0.111718446569232,0.0498780387797844,0.227131325812772,0.000345119872655344,0.00406489106534508,0.0859920155467552,NA,0.0674986681724674,0.000724705047193671,0.386277741745168,0.421736327789299,-0.329939176245924,-1.29997190536338,-1.78277072667182,-0.55868422042794,-0.319901901406433,0.223749817123908,-1.13934541181053,2.5601855297517,2.28282249809883,0.24122836507416,0.846197312783568,0.231785973146224,2.02774190285718,1.75735224281993,-0.57683669471176,NA,-0.308661645963433,NA,0.200068112682225,-0.0347800437320292,"Petota","4 South"
"complectens",16.7785714285714,7.97142857142857,0.609428571428571,2.00742857142857,22.35,9.30714285714289,13.0428571428571,1266.28571428571,224.857142857143,24.1142857142857,68.7,87.4285714285714,-2.38571428571429,-68.9571428571429,156.371428571429,352.571428571429,4297.45714285714,-196,69.1114285714286,15.6514285714286,3.82043378240146,1.66103811486902,0.0397905229204859,0.250950763526007,3.50380745285278,4.53205514193325,2.34652732270274,261.608304076734,33.244340728554,12.2412456571256,9.43115404744651,33.0655265740476,19.9254802176701,10.2678879916721,25.9750979648916,23.2655477968114,1393.95560170466,121.391927243948,12.4681346220026,5.47309305777342,16.75,7.8,0.602,1.942,22.75,7.25000000000004,12.4,1309,228.5,23.3,71.3,79.9,-3,-71.6,151.3,365,4269.5,-195,72.88,13.84,0.383066798600217,0.641725038076594,0.467397790125056,0.76114713848617,0.0791090076529179,0.240599551474096,0.917577778182822,0.973678764984666,0.642801968921132,0.661921274166886,0.679659266995801,0.433374557427487,0.168927265903142,0.985660851504977,0.000778435104629323,0.396677230206676,0.380317686714634,0.816959335520334,0.683825349404475,0.372891176730934,0.214811743583754,0.299084555205004,0.375293644248208,-0.337151559260129,0.841242815955681,0.6262376251855,0.311535190864688,0.120005541157369,0.0715163207975394,-0.130130100066527,0.402780412145585,0.496464328355527,1.40264166026901,0.206998506337742,-1.87415855394786,0.381749521505568,0.506580877216395,-0.282301582844885,0.851677696083818,"Anarrhichomenum",""
"conicum",19.4884615384615,7.62692307692308,0.730346153846154,0.6675,24.3846153846154,13.9269230769231,10.4576923076923,2443.26923076923,380.392307692308,71.8653846153846,50.7076923076923,260.976923076923,91.2461538461538,-30.55,291.542307692308,358.576923076923,5287.22692307692,21.9230769230769,80.195,8.94115384615385,4.30014668801676,0.833574324128421,0.040288899024612,0.2142324438548,4.44341691113425,4.37248741037022,1.1997243273096,999.530992323592,156.893681002332,37.4770003314854,11.4390182472771,158.121994188518,82.6858935043662,35.9425458196828,132.82754886868,22.0057684745125,1564.39841614793,178.694134895787,8.65762935219567,4.18425843075982,20.35,7.4,0.727,0.5925,25.1,15,10.2,2457,363.9,71.3,50.25,241.95,86.4,-29.45,280.55,365,5592.9,106,80.7,9.12,0.0763230357903134,0.0225834334064797,0.0828167913297603,0.025552215998181,0.165817052832273,0.000943705298102789,0.394387739403318,0.111354528314166,0.255105450204502,0.666718844972741,0.155525268400499,0.473521193510323,0.634158091394701,0.182736368194862,5.82394247068687e-10,0.0777124367078581,0.000822511758420144,0.908987066659615,0.378954127859574,-0.78436912474931,1.23769853090431,0.799749903540884,0.720690804720041,-0.772839548668699,-0.629441154594765,1.77724174422311,0.261249256079344,0.262555823537107,0.189922521609252,-0.0856323217857441,0.190138226795264,0.253431791894198,0.0987111963635038,0.241607684710386,-3.37762438940957,-0.781535104211591,-1.0481688611309,0.0572242349210704,0.00340526611125566,"Pteroidea",""
"crassinervium",18.1954545454545,5.98181818181818,0.840272727272727,0.273272727272727,21.9954545454545,14.8681818181818,7.12727272727273,4316.45454545455,544.718181818182,206.245454545455,38.7272727272727,442.036363636364,261.272727272727,105.963636363636,336.072727272727,364.909090909091,4813.20909090909,125.909090909091,92.5936363636364,3.08545454545455,6.28416480311642,1.41479198599524,0.0325241169260317,0.0687707654590101,5.54767764679305,6.93365966597987,1.71877334694887,2763.76060336768,296.378622097417,187.202731623427,21.3928067774704,299.887303074763,233.820499917818,191.318866151393,117.548577965955,0.301511344577764,2293.06554265444,105.936258708201,3.39515617528052,1.89014477559981,19.85,6,0.838,0.252,22.55,17.45,6.8,2670,401.1,88.1,34.6,280.7,127.7,-18.7,333.8,365,5413.8,176,92.69,2.72,0.0317879622420768,0.340762407310608,0.76163753980021,0.175830848273176,0.0126396662627131,0.406940133514997,0.037492226606173,0.105206321554369,0.0188998037420632,0.0303522576885905,0.0979601148984192,0.0413852967566778,0.0146033203971187,0.884519670572428,2.24340190161221e-08,0.0309009938007812,0.0236542605470341,0.00951976950660075,0.0682347219061355,-0.497734249314438,0.32437810552604,-0.0632418914930041,0.24343889086507,-0.370641167024558,-0.57383236805771,0.539954171187437,0.535552278317531,0.441821241621434,0.547954101110352,1.19430191346134,0.431900034547439,0.518035455540234,0.530191483475669,0.0554633598162919,-3.31662479035571,-0.499344258774725,-0.933820887004693,-1.9552243276763,1.1210397219992,"Herpystichum",""
"demissum",14.3177419354839,11.9612903225806,0.632677419354839,2.08729032258065,23.3161290322581,4.3403225806452,18.9758064516129,1142.03225806452,233.433870967742,12.3064516129032,89.791935483871,102.23064516129,-24.5161290322581,-122.127419354839,224.345161290323,258.564516129032,3504.4131147541,-544.709677419355,54.7775806451613,18.2043548387097,4.69334283306731,1.81273770300747,0.0425274353852217,0.735118020793244,5.15837512694558,4.89418221630202,3.27046823157299,559.428014904859,108.088356303427,12.2400427376268,12.5926376927689,113.991565101682,50.1822586164865,26.9662519466604,107.309961155003,91.4564522309939,1556.89914375503,302.362684568659,13.7788766447686,3.81545288589499,14.35,12.35,0.6275,1.8925,22.95,4.10000000000004,19,1072.5,215.75,8.4,92.95,85.75,-32.55,-122.85,212.85,292,3403.5,-478.5,51.405,18.34,0.00947380939820072,2.14784192023645e-05,0.433171494576751,5.01627708833659e-05,0.000385913862280176,0.0733316236356762,0.00137374817714664,0.00383092897287587,1.54022048701056e-10,0.0142004013503495,0.0031404118216488,0.00281553259786623,0.113542944770465,0.00218489212289919,3.30144640437134e-05,0.00813305693813629,0.0731524883759003,0.0365781038934071,0.550787641710729,0.0679567438583195,-1.18261995247358,0.255273361318768,0.98189479086382,-0.139992707767242,0.69407021840259,-0.0231712857507314,0.87220177238492,0.759694394864752,2.18540157200535,-0.421336825666166,0.781530479230852,0.868745153550414,0.423675632045132,0.855370134549946,-0.540321561377682,NA,-0.103248529366141,0.282914254889516,0.16600790514305,"Petota","4 South"
"doddsii",14.01,9.63,0.6628,1.6794,20.23,5.77000000000004,14.46,1030.9,197.93,15.46,78.9,62.46,-26.14,-84.84,147.28,266.3,3294.52,-475.5,50.785,19.997,3.22117990804611,1.90090621663575,0.0425383487116168,0.272481681341456,3.98965328485237,2.59349613884853,2.3884909229237,586.696675368873,90.1444772450192,16.3010020141912,10.2467338969818,97.8695412838495,53.6139326833779,22.2595397776125,78.2147584822995,102.598516341883,1140.68938785085,353.382150715687,16.0542851669647,3.94381386195872,14.75,9.8,0.6635,1.6955,21.4,6.25000000000004,15.05,840,174.5,9.65,80.1,46.5,-37.35,-83.85,133.8,274.5,3550.55,-492,46.775,20.645,0.0733116547652316,0.61638386771352,0.876347062844288,0.993065917042716,0.0755472690804583,0.321869957982698,0.00739985932225045,0.00786413136362591,0.0114264917164668,0.748506941021504,0.042407864204567,0.0651815295654921,0.753938432845421,0.00872347123246919,0.0441992040621307,0.0927351237040041,0.959946408767352,0.0971972967152888,0.745658317146882,-1.6475918203789,-0.302497415874042,-0.579091942184624,-0.101798170947454,-1.36245632348422,-1.49384061071847,-0.0375921401449559,2.03898794067044,2.07057254336577,1.8021435294468,0.00234540718371013,1.77099151250818,1.64191713895886,0.282054317668125,2.06602398096044,-0.386262231647172,-1.58689275646249,0.0176863096332538,0.969872830801566,-0.767451979056925,"Petota","4 South"
"dolichocremastrum",10.4277777777778,9.27222222222222,0.810333333333333,0.424666666666667,15.7277777777778,4.28333333333337,11.4444444444444,1471.61111111111,256.455555555556,24.45,67.6388888888889,144.227777777778,15.3333333333333,-75.8722222222222,220.1,352.944444444444,2122.85294117647,-221.666666666667,71.2527777777778,15.0588888888889,5.60194877389639,1.15646802837502,0.037419717985544,0.170412647970259,5.19361095686246,6.03977015534628,1.35439251510311,859.3011619497,95.354238760913,39.0868602865314,17.5040210132983,100.822306154445,72.7180534263511,38.0276185323487,76.9820376298722,32.978553141705,2013.17600296076,241.637063771755,12.3930966578673,6.99562627132872,9.25000000000004,9.35,0.813,0.3915,14.4,2.35000000000004,11.6,1306,236.6,12.65,65.95,120.85,6.15,-81.75,214.5,365,1787.3,-141.5,69.635,13.795,0.0541520278513293,0.3907972009331,0.265265677841125,0.491680572398359,0.0583513834805383,0.578131827878958,9.81603807094159e-06,0.000144591799306685,5.09820188990185e-06,0.840092539500279,0.0007793461761852,2.69232643078624e-05,0.000424418972629829,0.21731646427642,2.34056893892029e-07,0.0422526870622088,0.277675102545211,0.927597603374329,0.189409080589262,0.965615198307745,-0.0936989193490482,-0.0376886509364076,-0.0512676176308747,1.05643730616609,0.95811575602792,-0.275510239279655,3.27293539266338,2.65574347441248,3.01932953407035,-0.211860588988039,2.32365375267335,3.03870493257216,2.45213317848936,1.02976694199195,-3.16662636679278,NA,-0.522112981373264,-0.191397722475454,0.950442013719071,"Petota","4 North"
"ehrenbergii",17.5369565217391,12.8586956521739,0.60545652173913,2.52867391304348,27.8695652173913,6.63478260869569,21.2347826086957,626.521739130435,144.25,6.44565217391304,91.2652173913043,3.20869565217391,-74.6847826086957,-141.384782608696,144.584782608696,155.434782608696,4577.19782608696,-909.826086956522,41.525,14.4082608695652,1.85551534568368,0.918834064805688,0.0240690733069446,0.348883492450342,2.1553674154659,1.96762320142905,1.30762165634226,186.114270648788,56.1749479552743,3.10717495997314,14.6693060866151,52.1379956401469,16.6403387704739,19.8842647716039,60.3359887717339,63.150843110027,676.802154740834,182.696263338036,5.37191368756672,2.78596187606349,17.4,13,0.6115,2.507,27.55,6.75000000000004,21.1,586.5,129.85,5.7,89.9,-4.9,-78.85,-141.7,129.5,140,4530.15,-955,41.85,14.32,0.482256718445497,0.000383959180508987,0.0515594343549286,0.887504532119027,0.277112762948428,0.106360243160661,0.00185909168003317,0.00297396768372901,1.44246552725262e-05,0.11233655796524,0.00134074958625393,0.0108338167942128,0.848061479402454,0.000527112839391661,0.000374962158666219,0.467494995893707,0.0521976958972887,0.269943848211955,0.98615983629589,0.187703385766329,-1.51823468909588,-0.712628294079626,0.0958783461515283,0.511070112098117,0.41952201350734,-0.57573939025897,1.00001809936643,0.808793472420947,2.12694388893527,0.204344267851867,0.900306342234661,0.960420487417045,0.0728622155355936,0.931692072541179,0.919221568706504,0.189319524983401,0.752090027404405,0.142058145857069,-0.111047066894367,"Petota","1+2"
"etuberosum",8.40789473684213,10.4368421052632,0.458763157894737,4.49228947368421,21.4394736842105,-1.28947368421049,22.7289473684211,1828.97368421053,393.734210526316,25.5,89.8684210526316,350.342105263158,53.3131578947368,-142.8,493.123684210526,224.105263157895,1832.58918918919,-384.166666666667,44.1734210526316,17.9089473684211,5.17481591676494,1.7109221557523,0.0375020246015817,0.844107778051644,4.65552792452645,5.66418522914811,3.32451239218681,957.666998684743,184.188948631585,23.9565710671894,13.1620483344525,181.172437841096,82.4330430042915,33.531429387319,155.776496916143,121.221438981922,1213.00300054218,268.791103169091,11.5636156499169,3.40812129389665,8.35000000000004,10.85,0.4655,4.556,21.45,-2.49999999999996,23.6,1659,379.05,16.2,92.35,342.2,40.15,-153.2,491.75,263,1508.1,-354.5,39.905,17.645,0.171350432231458,1.83989301409341e-06,0.0558618519859706,0.0239992719393108,0.319888545638764,1.77234878515336e-07,0.0895770659998416,0.10590506291611,0.000309817069424651,0.107593781766237,0.101512956626464,0.0560336073994174,0.0286877372489728,0.251181122663561,0.000226596045037744,0.0205505590252002,0.148935041252103,0.025359569545319,0.026625004273811,-0.395742444997312,-2.05236162085761,-0.835311165728547,-0.891842998977753,-0.315391362718706,-0.0853303891460384,-2.35886839130948,0.373452718850733,0.181422803570947,0.90129792834834,-0.139206416176252,0.163825814979043,0.324647282505702,0.719728001393478,0.145851602112662,-0.833226389831794,NA,NA,0.686262996061067,0.713690499898468,"Etuberosum",""
"evolvulifolium",17.45,6.69047619047619,0.781214285714286,0.492619047619048,21.9261904761905,13.3,8.62619047619048,3575.09523809524,459.519047619048,138.421428571429,38.1690476190476,350.135714285714,184.661904761905,18.7380952380952,331.402380952381,363.714285714286,4541.60952380952,112.333333333333,89.1469047619048,5.27952380952381,5.02869812954096,1.1009551338435,0.0654841391015229,0.220858629585727,5.10226202938387,5.22121609981578,1.61985538707288,1621.6182794872,195.737158552216,103.072814744591,18.4585162854735,198.195497009501,137.18505563277,105.621750236931,168.000208315921,8.33238089795296,1835.14279417953,170.003825877561,7.84646556693825,5.191397176653,17.5,6.8,0.786,0.549,21.6,14.05,8.8,3475.5,459.8,124.8,35.3,339.8,189.4,16.2,300,365,4555.65,180.5,90.435,3.625,0.209116877327142,0.31263885378462,0.114966453515665,0.0150212427988268,0.120548211344578,0.206979194281651,0.00666045877753403,0.266404312385498,8.87393294398319e-05,0.00243447453257569,0.277997619488883,0.00520428204556475,8.24113269005403e-05,0.0226574870431049,2.80480794122878e-14,0.208930546779331,6.77734690258667e-07,0.00386521127063215,2.55299329511657e-07,-0.127238448902159,-0.396563279736963,0.120865667183112,0.00886942798860976,0.0574885748056564,-0.195960510706093,-0.419506975926594,1.08164148706593,0.611979028826901,1.64188711522319,1.41248864578838,0.604166406076965,1.15921547935639,1.62185791467086,0.657743614023377,-6.48074069840786,-0.127333237135716,-1.84446376037652,-0.833165793823885,2.18903394957074,"Herpystichum",""
"flahaultii",11.2558823529412,8.1235294117647,0.841352941176471,0.359294117647059,16.3382352941176,6.7088235294118,9.62941176470588,2116.94117647059,282.770588235294,62.6941176470588,39.9823529411765,171.735294117647,65.9058823529412,-49.0352941176471,220.782352941176,364.764705882353,2281.15882352941,57.9411764705882,90.5717647058824,6.64294117647059,3.02953597689382,1.07443555632987,0.0337211750545384,0.117018569416291,3.23068923624301,2.93876224445118,1.00732610526728,738.017400759311,98.7127763052096,19.7033141434454,4.56648597037668,104.99956512515,68.1315590474436,25.3036791093823,91.4909164568682,0.970142500145332,1106.32708039871,249.478573876655,5.20862054110073,3.38100163543639,11.55,8.1,0.837,0.355,15.75,7.15000000000004,9.7,1977,284.7,62.4,40.6,165.9,63.4,-43.8,197.4,365,2398.9,154,92.2,6.14,0.00733611641143284,0.618409463102222,0.398683807075166,0.59720866068332,0.0292121721337019,0.566505476448989,0.447177745743249,0.685712832959666,0.213819639350531,0.94318121816617,0.840382431064854,0.540668417912231,0.807398401649132,0.5257568888526,2.16690964289437e-08,0.00727226909765889,0.0002324379533819,0.000789178999261053,0.0912807913327137,-0.0429311711784538,0.322544115559445,-0.261271585577528,0.388832920746133,0.026758113621898,-0.0573205536429204,0.0960513898705101,0.0503801079222935,0.222151318474208,0.75768643628156,-0.197823183873038,0.196528041142372,-0.0437891398322332,0.198345434190935,0.549598156842488,-4.12310562561762,-0.0462649298947963,-1.54054989714002,-2.09157139063844,1.21819162843561,"Petota","4 North"
"gandarillasii",16.57,10.64,0.6787,1.6359,23.45,7.76000000000003,15.69,667.5,144.14,6.12,86.39,-1.17,-60.21,-100.22,99.03,178.5,4222.84,-743.3,45.9,20.476,1.88667844519292,1.34511461717332,0.0318505189212916,0.350502639077083,1.99387952383176,2.40575698412508,1.9750949344272,185.518043447112,35.632575607784,4.08052284231649,9.7892741757951,52.1661245978226,22.1680175026997,12.7899092169482,43.4875984876404,89.7926624074719,687.681712874657,231.439961017011,9.77812638267452,3.04606923391078,16.7,10.5,0.6705,1.5365,23.85,7.50000000000004,14.9,624,128.9,6.1,83.2,-20.6,-67.5,-99.65,82.5,146,4270.2,-810.5,44.655,20.345,0.888321310279034,0.841137882364354,0.243366175374822,0.173387823843878,0.98281035501303,0.117170688679636,0.119880062028527,0.0237695747827577,0.363994279191814,0.218335863289337,0.0305173710537474,0.182615312727086,0.834475635530367,0.0293718044644426,0.060292498556853,0.896044235634704,0.398687328182266,0.447881148588197,0.0438956052261824,-0.210580023385691,0.319423349849589,0.592757513394788,0.34660902245428,-0.13656240761143,0.22376204855706,0.599771935263727,0.949915859352249,1.14719290165677,0.315541444286417,0.271154936097365,0.997605552456927,0.883522254585566,-0.160480878776516,1.06752925821679,0.936030728023255,-0.210031895143595,0.655330560497766,0.417568802464196,0.0432295925347959,"Petota","4 South"
"guerreroense",16.25,11.6333333333333,0.633333333333333,1.37233333333333,26.0833333333333,7.71666666666668,18.3666666666667,1079,232.466666666667,5.66666666666667,101.766666666667,94.8333333333333,-49.1,-158.8,253.666666666667,294,4170.73333333333,-689,56.9233333333333,20.75,9.09450383473445,0.404145188432738,0.0210792156716832,0.351346457692878,8.34405976328869,9.58610104960994,1.24230967690562,71.8957578720748,28.09027115094,0.665832811847939,0.850490054811541,65.096722907788,35.4588493891158,26.2227000898077,39.119091673163,40.7062648740952,3212.23919460138,275.370659293978,16.1932156575936,3.56080047180406,21.35,11.4,0.645,1.174,30.75,13.05,17.7,1039,216.6,6,102.1,57.5,-67.9,-171,234.2,271,5956.5,-826,47.79,22.43,0.0315016512244858,0,0.0453062031884018,0.0244619000087796,0.0398493170604579,0.0768880477067223,0.0398493170604579,0.0237971379653731,0.143553969850042,0.338610992874742,0.0073347164287437,0.0889032294765827,0.207982867147648,0.149057365654568,0.0234596241057576,0.0406707730445681,0.149267205610208,0.0253582628082415,0.196114675233443,-1.72993074632868,1.73205080756889,-1.72766648583313,1.73077231760365,-1.72953230522274,-1.72865869431285,1.71943369208186,1.72865869431285,1.73084085241955,-1.68820179837075,-1.49276907622105,1.73193585141165,1.71518917770173,1.64043734367122,1.68479095908889,1.73087492666429,-1.7285174505155,1.6846584130858,1.73067691757838,-1.65051406525905,"Petota","4 South"
"habrochaites",16.3217647058824,8.43882352941177,0.778811764705882,0.568623529411765,21.7805882352941,10.9405882352941,10.84,951.117647058824,194.762352941176,15.9670588235294,78.5505882352941,75.08,-37.0235294117647,-100.001176470588,175.075294117647,269.141176470588,4193.94166666667,-603.294117647059,67.4601176470588,15.2496470588235,5.01116875837662,1.43045897709583,0.0730527360260816,0.528980465398401,5.13788504592094,5.345528249753,1.74104511579628,468.847330511469,84.8003593552451,24.9014313426591,23.9216360700707,90.4266590484613,46.5482868772255,33.046920086006,82.7039886552988,108.00255210181,1744.69767224012,416.597465401881,16.9299796426422,8.95030532161558,16.45,8.4,0.801,0.338,21.25,11.25,10.6,947,186.8,7.9,79.3,70.2,-32.9,-104.4,161.9,315,4245.2,-543,67.87,12.78,0.0455943165218979,0.0674996268866457,2.165377720077e-09,8.94063394794087e-11,0.0395986737342007,0.03687843184226,0.0790627634837818,0.0858716557548449,2.53291059597785e-14,0.271095416501537,0.140900017610363,0.168750413753522,3.99141806160276e-05,0.00237654574056245,1.43086096518984e-08,0.016866086099092,0.256946157708972,0.00421544498165303,0.000424820496324032,-0.237686992572853,-0.630973532713647,-2.30042770421486,1.98006921244486,-0.0510927088928155,-0.279936510966922,0.67451719364695,0.434656957012817,0.351119543309389,3.01214643963713,-0.317998093001979,0.466790831138929,0.466441091250938,1.2401768234821,0.80992212840013,-1.03102026990759,NA,-0.339055752369911,-0.536110151745596,0.364791905029338,"Tomato",""
"hjertingii",14.2071428571429,11.5357142857143,0.570285714285714,3.47135714285714,23.75,3.48571428571433,20.2642857142857,645.071428571429,123.557142857143,14.3857142857143,66.95,5.01428571428571,-57.8714285714286,-100.607142857143,105.614285714286,187.5,3385.61428571429,-720.857142857143,51.785,13.4721428571429,3.14709005657222,0.882833848691589,0.0248671193823013,0.46704004228642,3.4124207514044,3.1599920016591,1.79897712084359,260.7517134056,58.3801034901145,5.41051073131053,8.767926691159,53.3687153697724,22.238996538355,15.5493984195142,42.8058022153154,96.2686545359072,1108.95716353223,231.46418800685,7.99153951664846,2.62995518701637,14.6,11.55,0.5715,3.442,24,4.20000000000004,19.8,564.5,99.25,12.6,68.9,-16.8,-62.05,-97.7,85.2,144,3509.25,-760.5,51.135,13.77,0.458545592410069,0.152267618058394,0.0754100677774808,0.00673271828287599,0.266217914722876,0.15562459933196,0.0604026800085379,0.134134424617185,0.056524878457202,0.278858889660666,0.0319327239197724,0.282238699631987,0.479247600161353,0.0116030705345078,0.0721052905812406,0.568484414722081,0.909533040964991,0.335053572383159,0.986960683199834,-0.817812146710837,-0.579254258186968,-1.39930497894224,1.97278324205015,-0.788267270185724,-0.75904042052033,0.576057062175013,1.37511508432703,0.764666262392007,0.925862407326856,-0.627108180645516,0.805586743946598,1.07994179188833,-0.335232146419911,0.842100256405557,0.723473794662576,-0.699388647538031,0.494950852756796,0.300734862135726,0.0359022929691414,"Petota","4 South"
"hougasii",16.8205882352941,12.1294117647059,0.627294117647059,1.77882352941176,26.6205882352941,7.29705882352944,19.3235294117647,1278.17647058824,288.688235294118,6.13529411764706,102.888235294118,157.141176470588,-15.7352941176471,-149.523529411765,306.641176470588,290.764705882353,4319.65882352941,-481.941176470588,55.1870588235294,21.7323529411765,4.45263471243183,0.688989029196359,0.0134199697553793,0.277378404732172,4.66821227905854,4.2110149677748,1.30073508629001,280.495150424681,57.1059528678156,2.77757564624048,3.75980091775834,59.4747746824602,24.0310721040612,12.7654577577424,56.954796317162,35.1897169137603,1626.80603025485,103.941973348255,13.0772831489887,5.1166926932978,16.85,12.2,0.63,1.785,26.55,7.55000000000004,19.3,1263,288.1,6.6,102.6,161.6,-13.9,-147,302.2,296,4332.9,-473,56.3,21.39,0.835543635939908,0.427417151881293,0.0919279054707613,0.256312598972751,0.922300032914324,0.18376326030025,0.247044903395745,0.824136783749207,0.343275105929445,0.430468895743092,0.839856333050626,0.511511418958402,0.910476687868628,0.995348224177733,0.0105824510172274,0.832455454069147,0.066193695094792,0.986595956063035,0.30417160667119,-0.106285605048927,-0.81205667660128,-0.0418503069429222,-0.188065936209378,-0.24986058447744,-0.160937984638218,-0.752164531699752,0.796635518361638,0.528402798246423,0.0966377803385287,0.3714816717335,0.348070858046543,0.273784707200648,-0.109862423958092,0.320950899586094,-1.77935784279423,-0.118201896922211,-1.34037929462295,0.0918593881476923,-0.278941517566622,"Petota","4 South"
"huancabambense",14.6666666666667,9,0.792166666666667,0.337166666666667,20.8,9.45000000000002,11.35,1127.66666666667,265.183333333333,12.2333333333333,81.95,134.866666666667,-31.3666666666667,-121.15,255.983333333333,327.166666666667,3532.23333333333,-547.666666666667,80.165,9.23666666666667,1.65700533091076,0.409878030638384,0.0152238847429514,0.146938649329122,1.7547079529084,1.88361354847536,0.550454357780916,231.591594550983,55.9329032561932,5.18832021628067,12.7696123668653,53.3093112567276,18.6013619573048,12.08350114826,58.1914569904094,28.5406143358314,612.884634059842,151.788888482216,9.45888524087273,5.56083327089265,14.95,8.95,0.7915,0.305,20.95,9.55000000000002,11.5,1038,259.4,11.7,81.25,135.4,-34.4,-119.95,263.65,324.5,3635.45,-583.5,83.22,10.375,0.901416954559799,0.885272099509734,0.760508501598412,0.226066389529841,0.967465196479898,0.256420653395293,0.0561708786599169,0.897495359718779,0.683794573499952,0.250739335813787,0.75221309236712,0.491593158613397,0.566463301711439,0.529638772471662,0.534609332937724,0.89280336420547,0.558520820946398,0.555184602291737,0.0757522957369383,-0.483172348649103,0.365962527355699,-0.654727503076216,0.345464291291495,0.407292900082912,0.0541368703709718,-0.188862881309011,0.638331851338359,0.0106297523422512,0.101057312559646,0.0979269408380424,-0.250401286493111,1.17016606525795,0.0126058472898991,-0.342605672163335,0.256181476033345,-0.514939770897988,0.602200586587584,-0.749019372983655,-0.237784600421576,"Petota","3"
"immite_24",15.41,7.96,0.7454,0.5862,20.99,10.31,10.68,540.8,123.06,4.36,82.52,15.66,-65.66,-106.62,122.26,199,3793.12,-806.8,59.602,22.514,2.9669850016473,2.07074865688717,0.151885812372321,0.888062328893642,2.84306172989613,3.40117626711699,1.68285471743701,274.137191931339,62.5437287024047,2.94159820505792,6.44220459159751,68.617111568471,30.4811909216159,18.7005882260425,54.8098804961295,107.349895202557,1086.25934840626,352.028692012455,11.0782250383353,9.87578503208732,14.45,7.5,0.808,0.177,20.55,9.65000000000004,10.7,606,138.2,4.7,80.9,30.4,-56.3,-103.7,134.1,221,3439.9,-691,59.37,21.91,0.731471083593353,0.793949369567734,0.000573480268885418,0.000644952978464921,0.656390271009706,0.660976942856233,0.0830983010253408,0.22107642655739,0.63437397388399,0.884440230489529,0.183727234887389,0.114228058754598,0.516690554048756,0.446880904734944,0.20066767274411,0.722963046368934,0.0813154003749904,0.706975919581379,0.737088426883019,0.757891889157199,-0.262755120773928,-2.22352715482643,2.21665182005157,1.24601901259859,0.446511275912423,0.272837266026903,-1.71845841781024,-1.59571637983381,0.175118308302442,0.48233875593584,-1.54144622084428,-1.72173372933294,-0.664978031054076,-1.28512557133294,-1.61072038657787,0.750749568244457,-1.8182094631821,0.385143057933191,-0.769127654158217,"Petota","3"
