"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
NA,870,NA,885,"CIP 760030","","",-15.2764,-72.8617,3000,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,871,NA,886,"CIP 760029","","",-15.2481,-72.86,3831,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,874,NA,889,"CIP 762869","","",-16.6192,-71.1739,3327,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,875,NA,890,"CIP 762868","","",-16.6472,-71.1003,3515,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,876,NA,891,"CIP 762867","","",-16.8644,-70.6703,3876,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,883,NA,898,"CIP 762863","","",-17.4511,-70.0131,3418,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,886,NA,901,"CIP 761268","","",-6.2431,-78.6144,2780,"acroscopicum_24","acroscopicum","tuberous","germplasm",24,"SŠrkinen","",""
NA,902,NA,917,"PI 230495","","",-17.466667,-70.033333,NA,"acroscopicum_48","acroscopicum","tuberous","germplasm",48,"SŠrkinen","",""
NA,1,NA,1,"CIP 763516","","",-9.8972,-77.7447,4200,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,2,NA,2,"CIP 761464","","",-8.4544,-77.6961,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,3,NA,3,"CIP 762478","","",-9.7586,-77.4428,3512,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,5,NA,5,"CIP 761057","","",-9.8831,-77.2947,4247,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,6,NA,6,"CIP 762417","","",-10.1914,-77.2319,4146,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,7,NA,7,"CIP 761426","","",-10.3794,-77.215,3942,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,8,NA,8,"CIP 762415","","",-10.0847,-77.1939,4257,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,10,NA,10,"CIP 762411","","",-10.1078,-77.1867,4165,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,14,NA,14,"CIP 761438","","",-9.4564,-77.0772,4140,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,15,NA,15,"CIP 764217","","",-10.4617,-76.945,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,16,NA,16,"CIP 761508","","",-10.555,-76.8822,4741,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,17,NA,17,"CIP 761509","","",-10.5761,-76.7675,3947,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,19,NA,19,"CIP 761513","","",-10.6697,-76.7581,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,20,NA,20,"CIP 762065","","",-11.8092,-76.6306,1609,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,21,NA,21,"CIP 763409","","",-11.7861,-76.6267,3051,"acaule_72","acaule","tuberous","germplasm",72,"SŠrkinen","",""
NA,22,NA,22,"CIP 764010","","",-11.4669,-76.6239,2833,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,23,NA,23,"CIP 763202","","",-11.45,-76.6011,3173,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,24,NA,24,"CIP 761200","","",-11.4061,-76.5761,3643,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,26,NA,26,"CIP 761859","","",-11.0042,-76.3669,4295,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,28,NA,28,"CIP 761528","","",-11.5903,-76.3553,4573,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,29,NA,29,"CIP 762074","","",-12.2078,-76.3492,3873,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,32,NA,32,"CIP 762117","","",-11.7075,-76.2686,3734,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,33,NA,33,"CIP 762285","","",-10.7519,-76.2672,4272,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,36,NA,36,"CIP 761857","","",-10.7014,-76.2467,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,41,NA,41,"CIP 761026","","",-12.1375,-76.2319,3044,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,45,NA,45,"CIP 762282","","",-11.5858,-76.0625,4231,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,46,NA,46,"CIP 764012","","",-10.9183,-76.0503,3889,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,50,NA,50,"CIP 761860","","",-11.1886,-76.0119,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,51,NA,51,"CIP 762283","","",-11.4558,-75.955,3889,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,53,NA,53,"CIP 761852","","",-10.8558,-75.91,4179,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,56,NA,56,"CIP 761861","","",-11.52,-75.8992,3712,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,57,NA,57,"CIP 761225","","",-11.6053,-75.8567,3600,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,60,NA,60,"CIP 761313","","",-11.7244,-75.8217,3950,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,61,NA,61,"CIP 761307","","",-10.7661,-75.7953,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,65,NA,65,"CIP 761025","","",-10.7556,-75.6383,3126,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,67,NA,67,"CIP 761522","","",-12.7878,-74.9733,3681,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,70,NA,70,"CIP 761537","","",-13.4703,-74.8625,3810,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,71,NA,71,"CIP 761525","","",-13.1033,-74.7381,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,72,NA,72,"CIP 761536","","",-13.3686,-74.6992,4736,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,73,NA,73,"CIP 764211","","",-9.1723,-74.3568,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,74,NA,74,"CIP 761024","","",-14.4872,-74.3044,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,79,NA,79,"CIP 761158","","",-14.6217,-74.2336,3291,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,80,NA,80,"CIP 763414","","",-13.3694,-74.1914,3724,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,81,NA,81,"CIP 761149","","",-13.3694,-74.1656,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,84,NA,84,"CIP 761826","","",-14.6908,-74.1258,3242,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,92,NA,92,"CIP 761823","","",-14.2333,-74.0414,3178,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,93,NA,93,"CIP 761821","","",-14.6753,-74.0169,4200,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,99,NA,99,"CIP 762035","","",-14.2922,-73.9678,3307,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,100,NA,100,"CIP 761824","","",-13.5278,-73.8181,2235,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,103,NA,103,"CIP 761143","","",-15.2819,-73.5978,3400,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,106,NA,106,"CIP 764243","","",-14.5461,-73.5278,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,107,NA,107,"CIP 761139","","",-14.2961,-73.4786,3820,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,108,NA,108,"CIP 761142","","",-13.7906,-73.4719,3890,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,109,NA,109,"CIP 764209","","",-14.2233,-73.0153,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,110,NA,110,"CIP 760008","","",-13.5011,-72.8972,3051,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,112,NA,112,"CIP 761135","","",-14.5181,-72.7503,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,114,NA,114,"CIP 762009","","",-13.1083,-72.5928,1588,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,115,NA,115,"CIP 761727","","",-13.7486,-72.2736,3861,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,116,NA,116,"CIP 761553","","",-14.2839,-72.0406,3551,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,117,NA,117,"CIP 761986","","",-13.0819,-72.0247,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,119,NA,119,"CIP 761134","","",-14.6736,-72.0231,3924,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,120,NA,120,"CIP 761803","","",-13.2639,-71.9553,4200,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,128,NA,128,"CIP 761125","","",-13.3592,-71.8189,3831,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,133,NA,133,"CIP 761955","","",-15.5786,-71.7192,4350,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,140,NA,140,"CIP 761681","","",-13.9461,-71.6031,3783,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,141,NA,141,"CIP 761946","","",-15.9606,-71.5964,3794,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,147,NA,147,"CIP 762384","","",-14.4914,-71.4783,3857,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,151,NA,151,"CIP 762435","","",-14.7428,-71.4575,3884,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,152,NA,152,"CIP 761956","","",-15.485,-71.4567,3813,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,154,NA,154,"CIP 762873","","",-15.6519,-71.4222,4228,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,156,NA,156,"CIP 762567","","",-14.7925,-71.4119,3909,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,157,NA,157,"CIP 761129","","",-14.9044,-71.3808,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,169,NA,169,"CIP 762420","","",-14.3844,-71.2981,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,172,NA,172,"CIP 762427","","",-14.9719,-71.2708,4221,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,173,NA,173,"CIP 763204","","",-15.4989,-71.2236,3488,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,176,NA,176,"CIP 761620","","",-14.3736,-71.0961,4145,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,179,NA,179,"CIP 762213","","",-15.0475,-70.9583,4444,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,183,NA,183,"CIP 761229","","",-13.595,-70.9564,2783,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,184,NA,184,"CIP 761616","","",-14.5097,-70.9233,4153,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,186,NA,186,"CIP 760346","","",-14.5742,-70.8122,4175,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,192,NA,192,"CIP 761612","","",-14.6075,-70.7861,4034,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,193,NA,193,"CIP 761963","","",-15.6014,-70.785,4050,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,196,NA,196,"CIP 761961","","",-15.8589,-70.7528,4154,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,200,NA,200,"CIP 762865","","",-16.8653,-70.6706,3876,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,201,NA,201,"CIP 761972","","",-14.4511,-70.66,4055,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,204,NA,204,"CIP 761944","","",-17.1161,-70.3886,4405,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,205,NA,205,"CIP 760342","","",-15.7914,-70.36,3934,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,206,NA,206,"CIP 762378","","",-15.565,-70.3008,3859,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,208,NA,208,"CIP 761958","","",-15.6431,-70.2803,4180,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,211,NA,211,"CIP 761965","","",-15.5394,-70.2617,3847,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,214,NA,214,"CIP 761939","","",-17.2681,-70.2497,3328,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,215,NA,215,"CIP 761940","","",-17.0419,-70.2483,3240,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,216,NA,216,"CIP 762545","","",-15.3125,-70.2347,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,217,NA,217,"CIP 761560","","",-15.5103,-70.2156,3842,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,221,NA,221,"CIP 761971","","",-14.4167,-70.0919,4300,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,223,NA,223,"CIP 762345","","",-15.7125,-70.0831,3822,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,225,NA,225,"CIP 761573","","",-15.7269,-70.0681,3901,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,228,NA,228,"CIP 761631","","",-15.8392,-70.0292,3856,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,230,NA,230,"CIP 761625","","",-15.9417,-69.9175,3820,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,231,NA,231,"CIP 761329","","",-15.8942,-69.8897,3819,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,232,NA,232,"CIP 760339","","",-15.2922,-69.8264,3950,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,233,NA,233,"CIP 761407","","",-15.1833,-69.8086,3820,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,235,NA,235,"CIP 761330","","",-15.9742,-69.7989,3827,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,237,NA,237,"CIP 762141","","",-15.2033,-69.7608,3855,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,239,NA,239,"CIP 762337","","",-14.2172,-69.7406,4156,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,240,NA,240,"CIP 761627","","",-16.0772,-69.6708,3843,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,241,NA,241,"CIP 762205","","",-14.31,-69.6308,3800,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,242,NA,242,"CIP 762206","","",-14.3589,-69.6197,3748,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,243,NA,243,"CIP 762338","","",-14.2172,-69.6064,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,244,NA,244,"CIP 762194","","",-14.5206,-69.5547,4000,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,248,NA,248,"CIP 762209","","",-15.1183,-69.5514,3928,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,256,NA,256,"CIP 762342","","",-14.6908,-69.5069,4200,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,258,NA,258,"CIP 761331","","",-16.2147,-69.4592,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,260,NA,260,"CIP 762145","","",-15.0083,-69.3933,4300,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,271,NA,271,"CIP 762140","","",-15.0153,-69.3647,4342,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,275,NA,275,"CIP 761332","","",-16.2728,-69.2931,3880,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,278,NA,278,"CIP 761286","","",-16.15,-69.0833,3825,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,282,NA,282,"CIP 762158","","",-14.8,-69.0833,4278,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,288,NA,288,"CIP 761340","","",-15.4,-69.0667,4215,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,289,NA,289,"CIP 761347","","",-15.75,-69.0667,3854,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,290,NA,290,"CIP 764382","","",-16.2444,-69.0419,3841,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,292,NA,292,"CIP 762821","","",-16.2608,-69.0103,3823,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,295,NA,295,"CIP 761336","","",-16.2167,-68.8333,3824,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,296,NA,296,"CIP 762301","","",-15.9667,-68.7167,3823,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,298,NA,298,"CIP 760332","","",-16.55,-68.7,3838,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,304,NA,304,"CIP 760316","","",-17.0167,-68.6167,3925,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,305,NA,305,"CIP 761290","","",-16.1667,-68.5667,3930,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,309,NA,309,"CIP 761294","","",-16.0667,-68.4667,4511,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,310,NA,310,"CIP 760314","","",-17.1667,-68.45,3988,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,312,NA,312,"CIP 762163","","",-14.6778,-68.3567,4368,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,317,NA,317,"CIP 764301","","",-16.65,-68.3,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,318,NA,318,"CIP 762297","","",-15.3,-68.25,593,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,319,NA,319,"CIP 762299","","",-15.5478,-68.1789,4413,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,323,NA,323,"CIP 760212","","",-17.2333,-67.9167,3813,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,331,NA,331,"CIP 762307","","",-17.0833,-67.3167,4496,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,334,NA,334,"CIP 761350","","",-16.9833,-67.2167,3042,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,335,NA,335,"CIP 760882","","",-17.65,-67.1667,3783,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,337,NA,337,"CIP 761404","","",-18.1667,-67.0333,3720,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,338,NA,338,"CIP 760816","","",-17.7167,-66.9833,4118,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,339,NA,339,"CIP 760884","","",-18.7167,-66.8667,3718,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,340,NA,340,"CIP 760483","","",-18.2667,-66.85,4169,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,341,NA,341,"CIP 760448","","",-17.0667,-66.8167,3056,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,342,NA,342,"CIP 762565","","",-17.505,-66.6842,4100,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,346,NA,346,"CIP 760484","","",-18.2167,-66.4833,3454,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,348,NA,348,"CIP 760216","","",-17.4,-66.2831,2549,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,353,NA,353,"CIP 760496","","",-18.6667,-66.0167,4686,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,354,NA,354,"CIP 760267","","",-19.3747,-65.9442,3925,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,360,NA,360,"CIP 760510","","",-21.3703,-65.9439,3900,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,363,NA,363,"CIP 760495","","",-18.8333,-65.8333,3970,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,364,NA,364,"CIP 760526","","",-20.8333,-65.6833,2648,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,365,NA,365,"CIP 760213","","",-17.4333,-65.5833,4116,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,367,NA,367,"CIP 760456","","",-16.9167,-65.3667,259,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,368,NA,368,"CIP 760225","","",-20.4,-65.3,3579,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,369,NA,369,"CIP 761376","","",-21.7833,-65.1833,2710,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,370,NA,370,"CIP 764228","","",-23.6,-65.1333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,371,NA,371,"CIP 761385","","",-21.95,-65.1158,3853,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,372,NA,372,"CIP 761378","","",-21.95,-65.0667,4006,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,376,NA,376,"CIP 761386","","",-21.8333,-65.0589,3715,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,377,NA,377,"CIP 760296","","",-21.7522,-65.0111,3700,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,682,NA,682,"472639","","",-23.196984,-65.685554,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,684,NA,684,"472642","","",-23.233334,-65.549999,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,685,NA,685,"472643","","",-22.403406,-64.916153,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,686,NA,686,"472646","","",-22.166667,-65.366665,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,688,NA,688,"472649","","",-22.349999,-65.066669,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,689,NA,689,"472651","","",-21.95,-66.164888,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,690,NA,690,"472670","","",-21.95,-66.158141,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,691,NA,691,"472681","","",-22.601083,-66.338333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,692,NA,692,"472682","","",-22.484416,-66.221622,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,694,NA,694,"472687","","",-22.374217,-64.83816,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,695,NA,695,"472691","","",-25.533334,-64.083328,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,696,NA,696,"472693","","",-24.333523,-65.624404,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,697,NA,697,"472695","","",-24.36211,-65.648804,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,698,NA,698,"472696","","",-25.366665,-66.01667,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,699,NA,699,"472702","","",-22.153822,-65.299999,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,701,NA,701,"472763","","",-22.916667,-65.733334,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,702,NA,702,"472767","","",-22.266665,-66.398514,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,703,NA,703,"472769","","",-22.266665,-66.456728,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,705,NA,705,"472790","","",-22.288644,-66.050234,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,706,NA,706,"473165","","",-22.96155,-65.43798,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,707,NA,707,"473399","","",-22.368202,-65.32886,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,708,NA,708,"473431","","",-13.334915,-72.170868,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,710,NA,710,"473434","","",-14.006656,-72.949459,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,711,NA,711,"473438","","",-13.898589,-73.992756,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,712,NA,712,"473440","","",-13.400001,-74.200001,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,713,NA,713,"473515","","",-16.016665,-68.733334,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,715,NA,715,"498186","","",-15.5,-68.999996,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,716,NA,716,"498187","","",-17.333333,-67.733334,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,717,NA,717,"498200","","",-9.816666,-77.299999,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,718,NA,718,"568892","","",-21.6908,-65.002622,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,719,NA,719,"568894","","",-17.223411,-67.136443,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,721,NA,721,"PI 195161","","",-12.45,-76.25,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
NA,722,NA,722,"PI 208856","","",-26.866667,-65.683333,NA,"acaule_48","acaule","tuberous","germplasm",48,"SŠrkinen","",""
