"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
NA,1160,NA,1377,"570608","","",-1.673793,-79.115467,NA,"andreanum","andreanum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,3068,NA,3727,"CIP 763333","","",23.9433,-102.5364,NA,"cardiophyllum","cardiophyllum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,3110,NA,3769,"CIP 763386","","",-23.2419,-58.3928,NA,"chacoense","chacoense","tuberous","germplasm",NA,"SŠrkinen","",""
NA,3798,NA,4499,"CIP 761881","","",3.9067,-73.0803,3400,"colombianum","colombianum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,3799,NA,4500,"CIP 763929","","",3.9067,-73.0803,NA,"colombianum","colombianum","tuberous","germplasm",NA,"SŠrkinen","",""
NA,4823,NA,5600,"CIP 761901","","",23.9433,-102.5364,2550,"hougasii","hougasii","tuberous","germplasm",NA,"SŠrkinen","",""
NA,4824,NA,5601,"CIP 761903","","",23.9433,-102.5364,2600,"hougasii","hougasii","tuberous","germplasm",NA,"SŠrkinen","",""
NA,7790,NA,8838,"CIP 761902","","",23.9433,-102.5364,2975,"verrucosum","verrucosum","tuberous","germplasm",NA,"SŠrkinen","",""
